identifier,runeName,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,abilities,abilityOperators,abilityTexts,abilityUnits,enhanceValues1,enhanceValues2,enhanceCosts,aura,icon,isTutorialRune,h
Rare_buildingSpecialAttackModifier_cannonTower,Rare Cannon Striker,monument,normal,,,3,buildingSpecialAttackModifier_cannonTower,+,Cannon Tower Super Shot Damage,%,0.09|0.11|0.13,,2500|4100,monumentCannon,rune_cannon_damage_02.png,,
Rare_buildingSpecialAttackModifier_cannonTowerEvent,Rare Cannon Striker Glyph,monument,event,,,3,buildingSpecialAttackModifier_cannonTower,+,Cannon Tower Super Shot Damage,%,0.09|0.11|0.13,,2500|4100,monumentCannon,rune_ballista_projectiles_utility_02.png,,
Rare_buildingSpecialAttackModifier_hogFarm,Rare Healing Striker,monument,normal,,,3,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.09|0.11|0.13,,2500|4100,monumentHealing,rune_farm_protection_02.png,,
Rare_buildingSpecialAttackModifier_hogFarmEvent,Rare Healing Striker Glyph,monument,event,,,3,buildingSpecialAttackModifier_hogFarm,+,Sheep Farm Super Shot Heal,%,0.09|0.11|0.13,,2500|4100,monumentHealing,rune_buildTime_utility_02.png,,
Rare_buildingSpecialAttackModifier_lightningTower,Rare Lightning Striker,monument,normal,,,3,buildingSpecialAttackModifier_lightningTower,+,Lightning Tower Super Shot Damage,%,0.09|0.11|0.13,,2500|4100,monumentLightning,rune_lightning_damage_02.png,,
Rare_buildingSpecialAttackModifier_lightningTowerEvent,Rare Lightning Striker Glyph,monument,event,,,3,buildingSpecialAttackModifier_lightningTower,+,Lightning Tower Super Shot Damage,%,0.09|0.11|0.13,,2500|4100,monumentLightning,rune_rebuchet_projectiles_damage_02.png,,
Rare_buildingSpecialAttackModifier_lumberMill,Rare Healing Striker,monument,normal,,,3,buildingSpecialAttackModifier_woodFarm,+,Lumber Mill Super Shot Heal,%,0.09|0.11|0.13,,2500|4100,monumentHealing,rune_mill_protection_02.png,,
Rare_buildingSpecialAttackModifier_lumberMillEvent,Rare Healing Striker Glyph,monument,event,,,3,buildingSpecialAttackModifier_woodFarm,+,Lumber Mill Super Shot Heal,%,0.09|0.11|0.13,,2500|4100,monumentHealing,rune_mill_protection_02_event.png,,
Rare_buildingSpecialAttackModifier_mageBlueTower,Rare Blue Mage HP,monument,normal,,,3,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentMystic,rune_blueMage_utility_02.png,,
Rare_buildingSpecialAttackModifier_mageBlueTowerEvent,Rare Blue Mage HP Glyph,monument,event,,,3,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentMystic,rune_red_blueMage_utility_02.png,,
Rare_buildingSpecialAttackModifier_mageTower,Rare Red Mage HP,monument,normal,,,3,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentArcane,rune_redMage_utility_02.png,,
Rare_buildingSpecialAttackModifier_mageTowerEvent,Rare Red Mage HP Glyph,monument,event,,,3,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentArcane,rune_red_blueMage_utility_02.png,,
Rare_buildingSpecialAttackModifier_stormTower,Rare Storm Striker,monument,normal,,,3,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_stormTower_utility_02.png,,
Rare_buildingSpecialAttackModifier_stormTowerEvent,Rare Storm Striker Glyph,monument,event,,,3,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.005|0.009|0.0125,,2500|4100,monumentStorm,rune_buildTime_utility_02.png,,
Rare_buildingSpecialAttackModifier_trebuchet,Rare Trebuchet Striker,monument,normal,,,3,buildingSpecialAttackModifier_trebuchet,+,Trebuchet Super Shot Damage,%,0.09|0.11|0.13,,2500|4100,monumentTrebuchet,rune_trebuchet_damage_02.png,,
Rare_buildingSpecialAttackModifier_trebuchetEvent,Rare Trebuchet Striker Glyph,monument,event,,,3,buildingSpecialAttackModifier_trebuchet,+,Trebuchet Super Shot Damage,%,0.09|0.11|0.13,,2500|4100,monumentTrebuchet,rune_rebuchet_projectiles_damage_02.png,,
Rare_chaosAttackModifier,Rare Chaos,dragon,normal,,,3,spellAttackModifier_chaos,+,Chaos Damage,%,0.18|0.22|0.26,,2500|4100,attackWhelp,rune_frenzy_duration_02.png,,
Rare_chaosAttackModifierEvent,Rare Chaos Glyph,dragon,event,,,3,spellAttackModifier_chaos,+,Chaos Damage,%,0.18|0.22|0.26,,2500|4100,attackWhelp,rune_cloak_EXP_duration_02.png,,
Rare_chargedShieldDamageAbsorptionIncreaseModifier,Rare Warrior HP,dragon,normal,,,3,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.005|0.009|0.0125,,2500|4100,defenseWhelp,rune_warrior_HP_02.png,,
Rare_chargedShieldDamageAbsorptionIncreaseModifierEvent,Rare Warrior HP Glyph,dragon,event,,,3,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.005|0.009|0.0125,,2500|4100,defenseWhelp,rune_warrior_HP_02_event.png,,
Rare_cloakDurationModifier,Rare Cloak,dragon,normal,,,3,spellDurationModifier_cloak,+,Cloak Duration,s,0.36|0.44|0.52,,2500|4100,defenseWhelp,rune_cloak_duration_02.png,,
Rare_cloakDurationModifierEvent,Rare Cloak Glyph,dragon,event,,,3,spellDurationModifier_cloak,+,Cloak Duration,s,0.36|0.44|0.52,,2500|4100,defenseWhelp,rune_cloak_EXP_duration_02.png,,
Rare_dodgeDurationModifier,Rare Evasion,dragon,normal,,,3,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_windWall_duration_02.png,,
Rare_dodgeDurationModifierEvent,Rare Evasion Glyph,dragon,event,,,3,spellDurationModifier_dodge,+,Evasion Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_windWall_duration_02_event.png,,
Rare_dragonDoubleExplosiveShieldModifier,Rare Warrior HP,dragon,normal,,,3,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.005|0.009|0.0125,,2500|4090,defenseWhelp,rune_warrior_HP_02.png,,
Rare_dragonRageGenerationModifier,Rare Rage,dragon,normal,,,3,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039,,2500|4100,specialWhelp,rune_rage_strength_02.png,,
Rare_dragonRageGenerationModifierEvent,Rare Rage Glyph,dragon,event,,,3,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039,,2500|4100,specialWhelp,rune_rage_strength_02_event.png,,
Rare_dragonXPGainModifier,Rare Wisdom,dragon,normal,,,3,dragonXPGainModifier,+,Experience Gain Increase,%,0.041|0.05|0.059,,2500|4090,specialWhelp,rune_EXP_utility_02.png,,
Rare_freezeSpellDurationModifier,Rare Freeze,dragon,normal,,,3,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26,,2500|4100,attackWhelp,rune_freeze_duration_02.png,,
Rare_freezeSpellDurationModifierEvent,Rare Freeze Glyph,dragon,event,,,3,spellDurationModifier_freezeSpell,+,Freeze Duration,s,0.18|0.22|0.26,,2500|4100,attackWhelp,rune_freeze_duration_02_event.png,,
Rare_frenzySpellAttackModifier,Rare Hunter Attack,dragon,normal,,,3,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.005|0.009|0.0125,,2500|4100,attackWhelp,rune_hunter_damage_02.png,,
Rare_frenzySpellAttackModifierEvent,Rare Hunter Attack Glyph,dragon,event,,,3,dragonClassAttackModifier_hunter,+,Increase Hunter Attack,%,0.005|0.009|0.0125,,2500|4100,attackWhelp,rune_hunter_damage_02_event.png,,
Rare_healDragonAttackModifier,Rare Warrior HP,dragon,normal,,,3,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.005|0.009|0.0125,,2500|4090,defenseWhelp,rune_warrior_HP_02.png,,
Rare_healDragonDurationMultiplierModifier,Rare Rejuvenate,dragon,normal,,,3,spellDurationModifier_healDragon,+,Rejuvenate Duration,s,0.59|0.72|0.85,,2500|4100,defenseWhelp,rune_heal_utility_02.png,,
Rare_healDragonDurationMultiplierModifierEvent,Rare Rejuvenate Glyph,dragon,event,,,3,spellDurationModifier_healDragon,+,Rejuvenate Duration,s,0.59|0.72|0.85,,2500|4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_healDragonReduceDamageModifier,Rare Tough Healing,dragon,normal,,,3,healDragonReduceDamageModifier_healDragon,+,Rejuvenate Prevents Damage,%,0.036|0.044|0.052,,2500|4090,defenseWhelp,rune_rejuvenate_defense_02.png,,
Rare_healingMarkIncreaseModifierKey,Rare Healing Mark,dragon,normal,,,3,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46,,2500|4100,defenseWhelp,rune_healingMark_strength_02.png,,
Rare_healingMarkIncreaseModifierKeyEvent,Rare Healing Mark Glyph,dragon,event,,,3,spellHealingIncreaseModifier_healingMark,+,Healing Mark Multiplier,%,0.32|0.39|0.46,,2500|4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_hurricaneDurationModifier,Rare Wind Wall,dragon,normal,,,3,spellDurationModifier_hurricane,+,Wind Wall Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_windWall_duration_02.png,,
Rare_hurricaneDurationModifierEvent,Rare Wind Wall Glyph,dragon,event,,,3,spellDurationModifier_hurricane,+,Wind Wall Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_windWall_EXP_duration_02.png,,
Rare_iceShockSpellDurationModifier,Rare Ice Shock,dragon,normal,,,3,spellDurationModifier_iceShock,+,Ice Shock Duration,s,0.18|0.22|0.26,,2500|4100,attackWhelp,rune_freeze_duration_02.png,,
Rare_iceShockSpellDurationModifierEvent,Rare Ice Shock Glyph,dragon,event,,,3,spellDurationModifier_iceShock,+,Ice Shock Duration,s,0.18|0.22|0.26,,2500|4100,attackWhelp,rune_freeze_duration_02_event.png,,
Rare_invertDurationModifier,Rare Reverse Projectiles,dragon,normal,,,3,spellDurationModifier_invertSpell,+,Reverse Projectiles Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_invert_duration_02.png,,
Rare_invertDurationModifierEvent,Rare Reverse Projectiles Glyph,dragon,event,,,3,spellDurationModifier_invertSpell,+,Reverse Projectiles Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_lightningChains_EXP_duration_02.png,,
Rare_invincibleSpellDurationModifier,Rare Invincibility,dragon,normal,,,3,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_invincibility_duration_02.png,,
Rare_invincibleSpellDurationModifierEvent,Rare Invincibility Glyph,dragon,event,,,3,spellDurationModifier_invincibleSpell,+,Invincibility Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_cloak_EXP_duration_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_archerTower,Rare Archer Resist,dragon,normal,,,3,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_piercing_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_archerTowerEvent,Rare Archer Resist Glyph,dragon,event,,,3,resistAbilityIncreaseModifierKeyFormat_archer,+,Resist Archer Tower,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_windWall_EXP_duration_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_ballista,Rare Poison Resist,dragon,normal,,,3,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_piercing_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_ballistaEvent,Rare Poison Resist Glyph,dragon,event,,,3,resistAbilityIncreaseModifierKeyFormat_ballista,+,Increase Ballista Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_piercing_defense_02_event.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_cannonTower,Rare Cannon Resist,dragon,normal,,,3,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_blunt_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_cannonTowerEvent,Rare Cannon Resist Glyph,dragon,event,,,3,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_lightningTower,Rare Lightning Resist,dragon,normal,,,3,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_elemental_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_lightningTowerEvent,Rare Lightning Resist Glyph,dragon,event,,,3,resistAbilityIncreaseModifierKeyFormat_lightning,+,Increase Lightning Tower Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_cloak_EXP_duration_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_stormTower,Rare Storm Resist,dragon,normal,,,3,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_elemental_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_stormTowerEvent,Rare Storm Resist Glyph,dragon,event,,,3,resistAbilityIncreaseModifierKeyFormat_storm,+,Increase Storm Tower Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_elemental_defense_02_event.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_trebuchet,Rare Trebuchet Resist,dragon,normal,,,3,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_blunt_defense_02.png,,
Rare_resistAbilityIncreaseModifierKeyFormat_trebuchetEvent,Rare Trebuchet Resist Glyph,dragon,event,,,3,resistAbilityIncreaseModifierKeyFormat_trebuchet,+,Increase Trebuchet Resist,%,0.017|0.021|0.025,,2500|4100,defenseWhelp,rune_EXP_heal_utility_02.png,,
Rare_reverseDurationModifier,Rare Invert,dragon,normal,,,3,spellDurationModifier_invertSpellReverse,+,Invert Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_invert_duration_02.png,,
Rare_reverseDurationModifierEvent,Rare Invert Glyph,dragon,event,,,3,spellDurationModifier_invertSpellReverse,+,Reverse Projectiles Duration,s,0.18|0.22|0.26,,2500|4100,defenseWhelp,rune_lightningChains_EXP_duration_02.png,,
attackGlyph2,Defense Dragon Glyph,dragon,event,,,4,dragonRageGenerationModifier|resistAbilityIncreaseModifierKeyFormat_cannon,+|+,Dragon Rage|Cannon Resist,%|%,0.1|0.11|0.12|0.13|0.14,0.2|0.21|0.22|0.23|0.24,100|1000|2000|5000,defenseWhelp,rune_EXP_heal_utility_03.png,,
defenseTowerGlyph2,Defense Tower Glyph 2,monument,event,,,4,buildingSpecialAttackModifier_cannonTower,+,Trebuchet projectile damage,%,0.1|0.11|0.12|0.13|0.14,,10|100|200|500,archerDamage,rune_rebuchet_projectiles_damage_03.png,,
Epic_AOESpellDamageIncreaseModifierKey1,Epic Fireball,dragon,normal,,,4,spellDamageIncreaseModifier_aoeSpell|dragonRageGenerationModifier,+|+,Fireball Damage|Rage Generation,%|%,0.096|0.112|0.128|0.144,0.021|0.027|0.027|0.027,12500|19600|31600,attackWhelp,rune_fireball_strength_03.png,,
Epic_AOESpellDamageIncreaseModifierKey1Event,Epic Fireball Glyph,dragon,event,,,4,spellDamageIncreaseModifier_aoeSpell|dragonRageGenerationModifier,+|+,Fireball Damage|Rage Generation,%|%,0.096|0.112|0.128|0.144,0.021|0.027|0.027|0.027,12500|19600|31600,attackWhelp,rune_windWall_EXP_duration_03.png,,
Epic_AOESpellDamageIncreaseModifierKey2,Epic Fireball,dragon,normal,,,4,spellDamageIncreaseModifier_aoeSpell|spellDurationModifier_invertSpell,+|+,Fireball Damage|Invert Duration,%|s,0.096|0.112|0.128|0.144,0.14|0.18|0.18|0.18,12500|19600|31600,attackWhelp,rune_fireball_strength_03.png,,
Epic_AOESpellDamageIncreaseModifierKey2Event,Epic Fireball Glyph,dragon,event,,,4,spellDamageIncreaseModifier_aoeSpell|spellDurationModifier_invertSpell,+|+,Fireball Damage|Invert Duration,%|s,0.096|0.112|0.128|0.144,0.14|0.18|0.18|0.18,12500|19600|31600,attackWhelp,rune_fireball_strength_03_event.png,,
Epic_AOESpellDamageIncreaseModifierKey3,Epic Fireball,dragon,normal,,,4,spellDamageIncreaseModifier_aoeSpell|chainLightningNumChainsModifier_chainLightning,+|+,Fireball Damage|Chain Lightning Chains,%| chains,0.096|0.112|0.128|0.144,0|0|1|1,12500|19640|31630,attackWhelp,rune_fireball_strength_03.png,,
Epic_AOESpellDamageIncreaseModifierKey4,Epic Fireball,dragon,normal,,,4,spellDamageIncreaseModifier_aoeSpell|dragonXPGainModifier,+|+,Fireball Damage|Experience Gain Increase,%|%,0.096|0.112|0.128|0.144,0.032|0.041|0.041|0.041,12500|19640|31630,attackWhelp,rune_fireball_strength_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_archerTower1,Epic Archer Attack,monument,normal,,,4,buildingAttackModifier_archerTower|buildingSpecialAttackModifier_archerTower,+|+,Increase Archer Tower Attack|Archer Tower Super Shot Damage,%|%,0.01|0.013|0.017|0.02,0.07|0.09|0.09|0.09,12500|19600|31600,attackRuneArcher,rune_archer_projectiles_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_archerTower1Event,Epic Archer Attack Glyph,monument,event,,,4,buildingAttackModifier_archerTower|buildingSpecialAttackModifier_archerTower,+|+,Increase Archer Tower Attack|Archer Tower Super Shot Damage,%|%,0.01|0.013|0.017|0.02,0.07|0.09|0.09|0.09,12500|19600|31600,attackRuneArcher,rune_ballista_projectiles_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_ballista1,Epic Ballista Attack,monument,normal,,,4,buildingAttackModifier_ballista|buildingSpecialAttackModifier_ballista,+|+,Increase Ballista Tower Attack|Ballista Super Shot Damage,%|%,0.01|0.013|0.017|0.02,0.07|0.09|0.09|0.09,12500|19640|31630,attackRunePoison,rune_ballista_damage_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_cannonTower1,Epic Cannon Attack,monument,normal,,,4,buildingAttackModifier_cannonTower|buildingSpecialAttackModifier_cannonTower,+|+,Increase Cannon Tower Attack|Cannon Tower Super Shot Damage,%|%,0.01|0.013|0.017|0.02,0.07|0.09|0.09|0.09,12500|19600|31600,attackRuneCannon,rune_cannon_damage_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_cannonTower1Event,Epic Cannon Attack Glyph,monument,event,,,4,buildingAttackModifier_cannonTower|buildingSpecialAttackModifier_cannonTower,+|+,Increase Cannon Tower Attack|Cannon Tower Super Shot Damage,%|%,0.01|0.013|0.017|0.02,0.07|0.09|0.09|0.09,12500|19600|31600,attackRuneCannon,rune_buildTime_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_lightningTower1,Epic Lightning Attack,monument,normal,,,4,buildingAttackModifier_lightningTower|buildingSpecialAttackModifier_lightningTower,+|+,Increase Lightning Tower Attack|Lightning Tower Super Shot Damage,%|%,0.01|0.013|0.017|0.02,0.07|0.09|0.09|0.09,12500|19600|31600,attackRuneLightning,rune_lightning_damage_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_lightningTower1Event,Epic Lightning Attack Glyph,monument,event,,,4,buildingAttackModifier_lightningTower|buildingSpecialAttackModifier_lightningTower,+|+,Increase Lightning Tower Attack|Lightning Tower Super Shot Damage,%|%,0.01|0.013|0.017|0.02,0.07|0.09|0.09|0.09,12500|19600|31600,attackRuneLightning,rune_ballista_projectiles_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_stormTower1,Epic Storm Attack,monument,normal,,,4,buildingAttackModifier_stormTower|buildingHPModifier_stormTower,+|+,Increase Storm Tower Attack|Increase Storm Tower HP,%|%,0.01|0.013|0.017|0.02,0.01|0.013|0.017|0.02,12500|19600|31600,attackRuneStorm,rune_stormTower_utility_03.png,,
Epic_attackSpeedIncreaseForAliveBuildingsOnTheSameIslandForBuildingIdentifier_stormTower1Event,Epic Storm Attack Glyph,monument,event,,,4,buildingAttackModifier_stormTower|buildingHPModifier_stormTower,+|+,Increase Storm Tower Attack|Increase Storm Tower HP,%|%,0.01|0.013|0.017|0.02,0.01|0.013|0.017|0.02,12500|19600|31600,attackRuneStorm,rune_stormTower_utility_03_event.png,,
