identifier,inBundle,initialAmount,defaultMinAmount,defaultMaxAmount,isStoredInStorage,menuSortOrder,displaySingular,displayPlural,logEarnings,sceneFile,grayscaleImageFilename,coloredImageFilename,eggFragmentImageFilename,findMoreDisplayText,componentRewardBuildsText,currencyCategory,h
E18Q4MythicSorcererDragonHarbingerStone,0,0,0,1,0,0,Surt Harbinger Evolution Stone,Surt Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonVanguardStone,0,0,0,1,0,0,Surt Vanguard Evolution Stone,Surt Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E18Q4MythicSorcererDragonEmpyreanStone,0,0,0,1,0,0,Surt Empyrean Evolution Stone,Surt Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E18Q4WarriorDragonOrangeStone,0,0,0,1,0,0,Jarl Orange Evolution Stone,Jarl Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E18Q4WarriorDragonGreenStone,0,0,0,1,0,0,Jarl Green Evolution Stone,Jarl Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4WarriorDragonGoldStone,0,0,0,1,0,0,Jarl Gold Evolution Stone,Jarl Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E18Q4WarriorDragonPlatinumStone,0,0,0,1,0,0,Jarl Platinum Evolution Stone,Jarl Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E18Q4WarriorDragonSapphireStone,0,0,0,1,0,0,Jarl Sapphire Evolution Stone,Jarl Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E18Q4WarriorDragonGarnetStone,0,0,0,1,0,0,Jarl Garnet Evolution Stone,Jarl Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E18Q4WarriorDragonEmeraldStone,0,0,0,1,0,0,Jarl Emerald Evolution Stone,Jarl Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E18Q4WarriorDragonObsidianStone,0,0,0,1,0,0,Jarl Obsidian Evolution Stone,Jarl Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E18Q4WarriorDragonHarbingerStone,0,0,0,1,0,0,Jarl Harbinger Evolution Stone,Jarl Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E18Q4WarriorDragonVanguardStone,0,0,0,1,0,0,Jarl Vanguard Evolution Stone,Jarl Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
winterjolSigil,0,0,0,100000000,0,0,Winterjol Sigil,Winterjol Sigils,1,,,icon_coinWinter18.png,,,,none,
atlasWinterjolBadge,0,0,0,100000000,0,0,Winterjol Badge,Winterjol Badge,1,,,icon_atlas_winterSigil.png,,,,none,
atlasWinterjolChest,0,0,0,100000000,0,0,Atlas Winterjol Chest,Atlas Winterjol Chest,1,,,icon_atlas_chestWinterSigil.png,,,,none,
E19Q1DiscountDragonOrangeStone,0,0,0,1,0,0,Haku Orange Evolution Stone,Haku Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q1DiscountDragonGreenStone,0,0,0,1,0,0,Haku Green Evolution Stone,Haku Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1DiscountDragonGoldStone,0,0,0,1,0,0,Haku Gold Evolution Stone,Haku Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q1DiscountDragonPlatinumStone,0,0,0,1,0,0,Haku Platinum Evolution Stone,Haku Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q1DiscountDragonSapphireStone,0,0,0,1,0,0,Haku Sapphire Evolution Stone,Haku Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q1DiscountDragonGarnetStone,0,0,0,1,0,0,Haku Garnet Evolution Stone,Haku Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q1DiscountDragonEmeraldStone,0,0,0,1,0,0,Haku Emerald Evolution Stone,Haku Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1DiscountDragonObsidianStone,0,0,0,1,0,0,Haku Obsidian Evolution Stone,Haku Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q1DiscountDragonHarbingerStone,0,0,0,1,0,0,Haku Harbinger Evolution Stone,Haku Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q1DiscountDragonVanguardStone,0,0,0,1,0,0,Haku Vanguard Evolution Stone,Haku Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q1DiscountDragonEmpyreanStone,0,0,0,1,0,0,Haku Empyrean Evolution Stone,Haku Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q1SorcererDragonOrangeStone,0,0,0,1,0,0,Kaiji Orange Evolution Stone,Kaiji Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q1SorcererDragonGreenStone,0,0,0,1,0,0,Kaiji Green Evolution Stone,Kaiji Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1SorcererDragonGoldStone,0,0,0,1,0,0,Kaiji Gold Evolution Stone,Kaiji Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q1SorcererDragonPlatinumStone,0,0,0,1,0,0,Kaiji Platinum Evolution Stone,Kaiji Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q1SorcererDragonSapphireStone,0,0,0,1,0,0,Kaiji Sapphire Evolution Stone,Kaiji Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q1SorcererDragonGarnetStone,0,0,0,1,0,0,Kaiji Garnet Evolution Stone,Kaiji Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q1SorcererDragonEmeraldStone,0,0,0,1,0,0,Kaiji Emerald Evolution Stone,Kaiji Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1SorcererDragonObsidianStone,0,0,0,1,0,0,Kaiji Obsidian Evolution Stone,Kaiji Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q1SorcererDragonHarbingerStone,0,0,0,1,0,0,Kaiji Harbinger Evolution Stone,Kaiji Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q1SorcererDragonVanguardStone,0,0,0,1,0,0,Kaiji Vanguard Evolution Stone,Kaiji Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q1SorcererDragonEmpyreanStone,0,0,0,1,0,0,Kaiji Empyrean Evolution Stone,Kaiji Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q1MythicHunterDragonOrangeStone,0,0,0,1,0,0,Ronin Orange Evolution Stone,Ronin Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q1MythicHunterDragonGreenStone,0,0,0,1,0,0,Ronin Green Evolution Stone,Ronin Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1MythicHunterDragonGoldStone,0,0,0,1,0,0,Ronin Gold Evolution Stone,Ronin Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q1MythicHunterDragonPlatinumStone,0,0,0,1,0,0,Ronin Platinum Evolution Stone,Ronin Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q1MythicHunterDragonSapphireStone,0,0,0,1,0,0,Ronin Sapphire Evolution Stone,Ronin Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q1MythicHunterDragonGarnetStone,0,0,0,1,0,0,Ronin Garnet Evolution Stone,Ronin Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q1MythicHunterDragonEmeraldStone,0,0,0,1,0,0,Ronin Emerald Evolution Stone,Ronin Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1MythicHunterDragonObsidianStone,0,0,0,1,0,0,Ronin Obsidian Evolution Stone,Ronin Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q1MythicHunterDragonHarbingerStone,0,0,0,1,0,0,Ronin Harbinger Evolution Stone,Ronin Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q1MythicHunterDragonVanguardStone,0,0,0,1,0,0,Ronin Vanguard Evolution Stone,Ronin Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q1MythicHunterDragonEmpyreanStone,0,0,0,1,0,0,Ronin Empyrean Evolution Stone,Ronin Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q1WarriorDragonOrangeStone,0,0,0,1,0,0,Goda Orange Evolution Stone,Goda Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q1WarriorDragonGreenStone,0,0,0,1,0,0,Goda Green Evolution Stone,Goda Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1WarriorDragonGoldStone,0,0,0,1,0,0,Goda Gold Evolution Stone,Goda Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q1WarriorDragonPlatinumStone,0,0,0,1,0,0,Goda Platinum Evolution Stone,Goda Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q1WarriorDragonSapphireStone,0,0,0,1,0,0,Goda Sapphire Evolution Stone,Goda Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q1WarriorDragonGarnetStone,0,0,0,1,0,0,Goda Garnet Evolution Stone,Goda Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q1WarriorDragonEmeraldStone,0,0,0,1,0,0,Goda Emerald Evolution Stone,Goda Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1WarriorDragonObsidianStone,0,0,0,1,0,0,Goda Obsidian Evolution Stone,Goda Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q1WarriorDragonHarbingerStone,0,0,0,1,0,0,Goda Harbinger Evolution Stone,Goda Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q1WarriorDragonVanguardStone,0,0,0,1,0,0,Goda Vanguard Evolution Stone,Goda Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q1WarriorDragonEmpyreanStone,0,0,0,1,0,0,Goda Empyrean Evolution Stone,Goda Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonOrangeStone,0,0,0,1,0,0,Zenko Orange Evolution Stone,Zenko Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonGreenStone,0,0,0,1,0,0,Zenko Green Evolution Stone,Zenko Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonGoldStone,0,0,0,1,0,0,Zenko Gold Evolution Stone,Zenko Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonPlatinumStone,0,0,0,1,0,0,Zenko Platinum Evolution Stone,Zenko Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonSapphireStone,0,0,0,1,0,0,Zenko Sapphire Evolution Stone,Zenko Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonGarnetStone,0,0,0,1,0,0,Zenko Garnet Evolution Stone,Zenko Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonEmeraldStone,0,0,0,1,0,0,Zenko Emerald Evolution Stone,Zenko Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonObsidianStone,0,0,0,1,0,0,Zenko Obsidian Evolution Stone,Zenko Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonHarbingerStone,0,0,0,1,0,0,Zenko Harbinger Evolution Stone,Zenko Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonVanguardStone,0,0,0,1,0,0,Zenko Vanguard Evolution Stone,Zenko Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q1MythicSorcererDragonEmpyreanStone,0,0,0,1,0,0,Zenko Empyrean Evolution Stone,Zenko Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q1FestiveDragonPurpleStone,0,0,0,1,0,0,Sakura Purple Evolution Stone,Sakura Purple Evolution Stone,1,,,icon_evolution_stone_purple.png,,,,Evolution Stones,
E19Q1FestiveDragonBlueStone,0,0,0,1,0,0,Sakura Blue Evolution Stone,Sakura Blue Evolution Stone,1,,,icon_evolution_stone_blue.png,,,,Evolution Stones,
E19Q1FestiveDragonOrangeStone,0,0,0,1,0,0,Sakura Orange Evolution Stone,Sakura Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q1FestiveDragonGreenStone,0,0,0,1,0,0,Sakura Green Evolution Stone,Sakura Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1FestiveDragonGoldStone,0,0,0,1,0,0,Sakura Gold Evolution Stone,Sakura Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q1FestiveDragonPlatinumStone,0,0,0,1,0,0,Sakura Platinum Evolution Stone,Sakura Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q1FestiveDragonSapphireStone,0,0,0,1,0,0,Sakura Sapphire Evolution Stone,Sakura Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q1FestiveDragonGarnetStone,0,0,0,1,0,0,Sakura Garnet Evolution Stone,Sakura Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q1FestiveDragonEmeraldStone,0,0,0,1,0,0,Sakura Emerald Evolution Stone,Sakura Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q1FestiveDragonObsidianStone,0,0,0,1,0,0,Sakura Obsidian Evolution Stone,Sakura Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q1FestiveDragonHarbingerStone,0,0,0,1,0,0,Sakura Harbinger Evolution Stone,Sakura Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q1FestiveDragonVanguardStone,0,0,0,1,0,0,Sakura Vanguard Evolution Stone,Sakura Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q1FestiveDragonEmpyreanStone,0,0,0,1,0,0,Sakura Empyrean Evolution Stone,Sakura Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
seasonKey,0,0,0,10,0,0,Season Key,Season Key,1,,,icon_spring_season_key.png,,,,Events,
springblossomSigil,0,0,0,100000000,0,0,Springblossom Sigil,Springblossom Sigil,1,,,icon_coinSpring19.png,,,,none,
atlasSpringblossomBadge,0,0,0,100000000,0,0,Springblossom Badge,Springblossom Badge,1,,,icon_atlas_sigilSpring.png,,,,none,
atlasSpringblossomChest,0,0,0,100000000,0,0,Atlas Springblossom Chest,Atlas Springblossom Chest,1,,,icon_atlas_chestSigilSpring.png,,,,none,
E19Q2DiscountDragonGreenStone,0,0,0,1,0,0,Dreth Green Evolution Stone,Dreth Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2DiscountDragonGoldStone,0,0,0,1,0,0,Dreth Gold Evolution Stone,Dreth Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q2DiscountDragonPlatinumStone,0,0,0,1,0,0,Dreth Platinum Evolution Stone,Dreth Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q2DiscountDragonSapphireStone,0,0,0,1,0,0,Dreth Sapphire Evolution Stone,Dreth Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q2DiscountDragonGarnetStone,0,0,0,1,0,0,Dreth Garnet Evolution Stone,Dreth Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q2DiscountDragonEmeraldStone,0,0,0,1,0,0,Dreth Emerald Evolution Stone,Dreth Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2DiscountDragonObsidianStone,0,0,0,1,0,0,Dreth Obsidian Evolution Stone,Dreth Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q2DiscountDragonHarbingerStone,0,0,0,1,0,0,Dreth Harbinger Evolution Stone,Dreth Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q2DiscountDragonVanguardStone,0,0,0,1,0,0,Dreth Vanguard Evolution Stone,Dreth Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q2DiscountDragonEmpyreanStone,0,0,0,1,0,0,Dreth Empyrean Evolution Stone,Dreth Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q2WarriorDragonGreenStone,0,0,0,1,0,0,Chelonoth Green Evolution Stone,Chelonoth Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2WarriorDragonGoldStone,0,0,0,1,0,0,Chelonoth Gold Evolution Stone,Chelonoth Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q2WarriorDragonPlatinumStone,0,0,0,1,0,0,Chelonoth Platinum Evolution Stone,Chelonoth Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q2WarriorDragonSapphireStone,0,0,0,1,0,0,Chelonoth Sapphire Evolution Stone,Chelonoth Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q2WarriorDragonGarnetStone,0,0,0,1,0,0,Chelonoth Garnet Evolution Stone,Chelonoth Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q2WarriorDragonEmeraldStone,0,0,0,1,0,0,Chelonoth Emerald Evolution Stone,Chelonoth Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2WarriorDragonObsidianStone,0,0,0,1,0,0,Chelonoth Obsidian Evolution Stone,Chelonoth Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q2WarriorDragonHarbingerStone,0,0,0,1,0,0,Chelonoth Harbinger Evolution Stone,Chelonoth Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q2WarriorDragonVanguardStone,0,0,0,1,0,0,Chelonoth Vanguard Evolution Stone,Chelonoth Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q2WarriorDragonEmpyreanStone,0,0,0,1,0,0,Chelonoth Empyrean Evolution Stone,Chelonoth Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q2HunterDragonGreenStone,0,0,0,1,0,0,Scorpa Green Evolution Stone,Scorpa Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2HunterDragonGoldStone,0,0,0,1,0,0,Scorpa Gold Evolution Stone,Scorpa Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q2HunterDragonPlatinumStone,0,0,0,1,0,0,Scorpa Platinum Evolution Stone,Scorpa Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q2HunterDragonSapphireStone,0,0,0,1,0,0,Scorpa Sapphire Evolution Stone,Scorpa Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q2HunterDragonGarnetStone,0,0,0,1,0,0,Scorpa Garnet Evolution Stone,Scorpa Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q2HunterDragonEmeraldStone,0,0,0,1,0,0,Scorpa Emerald Evolution Stone,Scorpa Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2HunterDragonObsidianStone,0,0,0,1,0,0,Scorpa Obsidian Evolution Stone,Scorpa Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q2HunterDragonHarbingerStone,0,0,0,1,0,0,Scorpa Harbinger Evolution Stone,Scorpa Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q2HunterDragonVanguardStone,0,0,0,1,0,0,Scorpa Vanguard Evolution Stone,Scorpa Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q2HunterDragonEmpyreanStone,0,0,0,1,0,0,Scorpa Empyrean Evolution Stone,Scorpa Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonGreenStone,0,0,0,1,0,0,Meglok Green Evolution Stone,Meglok Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonGoldStone,0,0,0,1,0,0,Meglok Gold Evolution Stone,Meglok Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonPlatinumStone,0,0,0,1,0,0,Meglok Platinum Evolution Stone,Meglok Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonSapphireStone,0,0,0,1,0,0,Meglok Sapphire Evolution Stone,Meglok Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonGarnetStone,0,0,0,1,0,0,Meglok Garnet Evolution Stone,Meglok Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonEmeraldStone,0,0,0,1,0,0,Meglok Emerald Evolution Stone,Meglok Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonObsidianStone,0,0,0,1,0,0,Meglok Obsidian Evolution Stone,Meglok Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonHarbingerStone,0,0,0,1,0,0,Meglok Harbinger Evolution Stone,Meglok Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonVanguardStone,0,0,0,1,0,0,Meglok Vanguard Evolution Stone,Meglok Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonEmpyreanStone,0,0,0,1,0,0,Meglok Empyrean Evolution Stone,Meglok Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q2MythicWarriorDragonAbyssalStone,0,0,0,1,0,0,Meglok Abyssal Evolution Stone,Meglok Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q2FestiveDragonPurpleStone,0,0,0,1,0,0,Firefin Purple Evolution Stone,Firefin Purple Evolution Stone,1,,,icon_evolution_stone_purple.png,,,,Evolution Stones,
E19Q2FestiveDragonBlueStone,0,0,0,1,0,0,Firefin Blue Evolution Stone,Firefin Blue Evolution Stone,1,,,icon_evolution_stone_blue.png,,,,Evolution Stones,
E19Q2FestiveDragonOrangeStone,0,0,0,1,0,0,Firefin Orange Evolution Stone,Firefin Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q2FestiveDragonGreenStone,0,0,0,1,0,0,Firefin Green Evolution Stone,Firefin Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2FestiveDragonGoldStone,0,0,0,1,0,0,Firefin Gold Evolution Stone,Firefin Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q2FestiveDragonPlatinumStone,0,0,0,1,0,0,Firefin Platinum Evolution Stone,Firefin Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q2FestiveDragonSapphireStone,0,0,0,1,0,0,Firefin Sapphire Evolution Stone,Firefin Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q2FestiveDragonGarnetStone,0,0,0,1,0,0,Firefin Garnet Evolution Stone,Firefin Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q2FestiveDragonEmeraldStone,0,0,0,1,0,0,Firefin Emerald Evolution Stone,Firefin Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2FestiveDragonObsidianStone,0,0,0,1,0,0,Firefin Obsidian Evolution Stone,Firefin Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q2FestiveDragonHarbingerStone,0,0,0,1,0,0,Firefin Harbinger Evolution Stone,Firefin Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q2FestiveDragonVanguardStone,0,0,0,1,0,0,Firefin Vanguard Evolution Stone,Firefin Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q2FestiveDragonEmpyreanStone,0,0,0,1,0,0,Firefin Empyrean Evolution Stone,Firefin Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonGreenStone,0,0,0,1,0,0,Namaka Green Evolution Stone,Namaka Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonGoldStone,0,0,0,1,0,0,Namaka Gold Evolution Stone,Namaka Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonPlatinumStone,0,0,0,1,0,0,Namaka Platinum Evolution Stone,Namaka Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
