identifier,requiredXp,maxComponentsPerBuilding,minAvailableDragonsToShowWarning,defenderLevelXPPayout,attackerLevelXPPayoutCap,maxParallelGiftTransfers,maxCurrencyPerGiftTransfer,minOpponentLevelForBreederQuest,minOpponentLevelForChallenging,h
String,Integer,Map<String:Integer>,Integer,Float,Integer,Integer,String,Integer,Integer,String
0,0,piercing:1|artillery:1|aura:1|lightning:1,1,0.01,1000,3,piercing:300|ruby:1000|food:300|gold:300,0,5,
777,1169412530,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
778,1181043559,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
779,1192790898,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
780,1204655710,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
781,1216639170,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
782,1228742465,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
783,1240966793,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
784,1253313364,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
785,1265783401,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
786,1278378138,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
787,1291098822,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
788,1303946713,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
789,1316923083,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
790,1330029217,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
791,1343266412,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
792,1356635979,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
793,1370139242,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
794,1383777538,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
795,1397552217,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
796,1411464643,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
797,1425516193,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
798,1439708259,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
799,1454042246,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
800,1468519573,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
801,1483141673,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
802,1497909994,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
803,1512825998,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
804,1527891162,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
805,1543106978,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
806,1558474952,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
807,1573996606,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
808,1589673477,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
809,1605507117,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
810,1621499093,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
811,1637650989,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
812,1653964404,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
813,1670440953,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
814,1687082267,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
815,1703889994,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
816,1720865798,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
817,1738011360,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
818,1755328378,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
819,1772818566,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
820,1790483656,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
821,1808325397,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
822,1826345555,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
823,1844545915,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
824,1862928279,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
825,1881494467,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
826,1900246317,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
827,1919185686,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
828,1938314449,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
829,1957634500,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
830,1977147752,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
831,1996856137,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
832,2016761606,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
833,2036866130,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
834,2057171699,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
835,2077680324,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
836,2098394035,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
837,2119314883,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
838,2140444939,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
839,2161786296,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
840,2183341067,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
841,2205111386,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
842,2227099408,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
843,2249307310,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
844,2271737291,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
845,2294391572,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
846,2317272396,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
847,2340382028,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
848,2363722756,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
849,2387296891,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
850,2411106767,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
851,2435154742,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
852,2459443197,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
853,2483974537,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
854,2508751190,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
855,2533775610,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
856,2559050274,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
857,2584577685,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
858,2610360370,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
859,2636400882,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
860,2662701799,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
861,2689265725,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
862,2716095290,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
863,2743193151,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
864,2770561991,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
865,2798204519,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
866,2826123472,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
867,2854321615,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
868,2882801739,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
869,2911566664,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
870,2940619238,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
871,2969962338,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
872,2999598869,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
873,3029531765,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
874,3059763990,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
875,3090298537,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
876,3121138429,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
877,3152286720,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
878,3183746494,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
879,3215520866,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
880,3247612982,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
881,3280026019,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
882,3312763186,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
883,3345827725,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
884,3379222909,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
885,3412952045,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
886,3447018472,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
887,3481425563,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
888,3516176725,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
889,3551275399,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
890,3586725060,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
891,3622529218,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
892,3658691418,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
893,3695215240,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
894,3732104300,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
895,3769362251,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
896,3806992782,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
897,3844999618,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
898,3883386522,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
899,3922157295,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
900,3961315776,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
901,4000865842,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
902,4040811409,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
903,4081156432,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
904,4121904905,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
905,4163060863,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
906,4204628381,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
907,4246611574,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
908,4289014599,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
909,4331841654,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
910,4375096980,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
911,4418784859,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
912,4462909617,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
913,4507475623,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
914,4552487289,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
915,4597949072,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
916,4643865473,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
917,4690241038,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
918,4737080359,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
919,4784388073,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
920,4832168864,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
921,4880427463,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
922,4929168648,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
923,4978397245,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
924,5028118128,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
925,5078336220,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
926,5129056493,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
927,5180283969,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
928,5232023720,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
929,5284280869,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
930,5337060589,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
931,5390368106,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
932,5444208698,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
933,5498587696,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
934,5553510484,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
935,5608982500,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
936,5665009236,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
937,5721596239,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
938,5778749112,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
939,5836473514,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
940,5894775160,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
941,5953659822,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
942,6013133331,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
943,6073201575,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
944,6133870501,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
945,6195146116,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
946,6257034487,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
947,6319541742,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
948,6382674070,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
949,6446437721,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
950,6510839009,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
951,6575884310,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
952,6641580064,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
953,6707932776,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
954,6774949015,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
955,6842635416,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
956,6910998681,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
957,6980045579,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
958,7049782946,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
959,7120217687,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
960,7191356775,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
961,7263207254,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
962,7335776238,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
963,7409070912,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
964,7483098533,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
965,7557866430,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
966,7633382006,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
967,7709652738,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
