identifier,inBundle,currencies,eggs,eggParents,dragons,breeders,consumables,dragonArmors,runes,eliteAccountTime,riderGear,rankedRewardIdentifier,displayName,iconFilename,isIAPReward,isAdReward,rewardTargets,h
ad_reward_influencer1,,ruby:100,,,,,increaseAttack1:5|increaseHP1:5|increaseBuildingAttack1:5|increaseBuildingHP1:5|expediteConsumable4:3|expediteConsumable3:3|expediteConsumable2:3|expediteConsumable1:3|repairConsumable:3|attackConsumable:3|armorConsumable:3|summonDragonSpellConsumable01:3|freezeSpellConsumable01:3|aoeSpellConsumable01:3,,,,,,Youtube Value Pack!,,,1,1,
foodPackSmall,,,,,,,foodConsumable1:1,,,,,,,,,,,
foodPackMedium,,,,,,,foodConsumable2:1,,,,,,,,,,,
foodPackLarge,,,,,,,foodConsumable3:1,,,,,,,,,,,
lumberPackSmall,,,,,,,lumberConsumable1:1,,,,,,,,,,,
lumberPackMedium,,,,,,,lumberConsumable2:1,,,,,,,,,,,
lumberPackLarge,,,,,,,lumberConsumable3:1,,,,,,,,,,,
tutorialRunes_1,,runeDust:500,,,,,,,attackRune0:1|attackTowerRune0:1,,,,,,,,,
reengageEliteAccountTime,,,,,,,,,,518400,,,Bonus Elite Account,,0,1,,
androidExclusive,,,,,androidDragon:1,,,,,,,,,,,,,
thunderstormSpellConsumable01,,,,,,,thunderstormSpellConsumable01:1,,,,,,,,,,,
intimidatingRoarSpellConsumable01,,,,,,,intimidatingRoarSpellConsumable01:1,,,,,,,,,,,
bullhorn,,bullhorn:1,,,,,,,,,,,Bullhorn,bullhorn-full-rez.png,,,,
bullhornCons,,,,,,,bullhornCons:1,,,,,,Bullhorn,bullhorn-full-rez.png,,,,
prelaunch_Reward_1,,ruby:100,,,,,increaseAttack1:10|increaseHP1:10|increaseBuildingHP1:10,,,,,,PreLaunch Elite Boost Pack!,,,1,1,
ad_reward_influencer2,,ruby:100,,,,,increaseAttack1:5|increaseHP1:5|increaseBuildingAttack1:5|increaseBuildingHP1:5|expediteConsumable4:3|expediteConsumable3:3|expediteConsumable2:3|expediteConsumable1:3|repairConsumable:3|attackConsumable:3|armorConsumable:3|summonDragonSpellConsumable01:3|freezeSpellConsumable01:3|aoeSpellConsumable01:3,,,,,,Youtube Value Pack!,,,1,1,
ad_reward_roostr1,,ruby:100,,,,,increaseAttack1:5|increaseHP1:5|increaseBuildingAttack1:5|increaseBuildingHP1:5|expediteConsumable4:3|expediteConsumable3:3|expediteConsumable2:3|expediteConsumable1:3|repairConsumable:3|attackConsumable:3|armorConsumable:3|summonDragonSpellConsumable01:3|freezeSpellConsumable01:3|aoeSpellConsumable01:3,,,,,,Roostr Value Pack!,,,1,1,
increaseBuildingAttack1,,,,,,,increaseBuildingAttack1:1,,,,,,,,,,,
increaseAttack1,,,,,,,increaseAttack1:1,,,,,,,,,,,
increaseHP1,,,,,,,increaseHP1:1,,,,,,,,,,,
increaseBuildingHP1,,,,,,,increaseBuildingHP1:1,,,,,,,,,,,
foodConsumable1,,,,,,,foodConsumable1:1,,,,,,,,,,,
foodConsumable2,,,,,,,foodConsumable2:1,,,,,,,,,,,
foodConsumable3,,,,,,,foodConsumable3:1,,,,,,,,,,,
lumberConsumable1,,,,,,,lumberConsumable1:1,,,,,,,,,,,
lumberConsumable2,,,,,,,lumberConsumable2:1,,,,,,,,,,,
lumberConsumable3,,,,,,,lumberConsumable3:1,,,,,,,,,,,
fullHeal,,,,,,,fullHeal:1,,,,,,,,,,,
chestMysteryPack1DistributionRewardA,,chest0:1,,,,,,,,,,,,,,,,
chestMysteryPack2DistributionRewardA,,chest0:2,,,,,,,,,,,,,,,,
chestMysteryPack3DistributionRewardA,,chest0:1|chest1:1,,,,,,,,,,,,,,,,
chestMysteryPack4DistributionRewardA,,chest2:1|chest1:1,,,,,,,,,,,,,,,,
chestMysteryPack5DistributionRewardA,,chest2:2|chest1:2,,,,,,,,,,,,,,,,
expediteMysteryPack1DistributionRewardA,,,,,,,expediteConsumable2:3,,,,,,,,,,,
expediteMysteryPack2DistributionRewardA,,,,,,,expediteConsumable3:3,,,,,,,,,,,
expediteMysteryPack3DistributionRewardA,,,,,,,expediteConsumable3:1|expediteConsumable3:3,,,,,,,,,,,
expediteMysteryPack4DistributionRewardA,,,,,,,expediteConsumable3:3|expediteConsumable3:5,,,,,,,,,,,
expediteMysteryPack5DistributionRewardA,,,,,,,expediteConsumable3:15|expediteConsumable3:10,,,,,,,,,,,
tokensFoodConsMysteryPack1DistributionRewardA,,,,,,,foodConsumable1:1,,,,,,,,,,,
tokensFoodConsMysteryPack2DistributionRewardA,,breedingToken:20,,,,,foodConsumable1:1,,,,,,,,,,,
tokensFoodConsMysteryPack3DistributionRewardA,,,,,,,foodConsumable2:1,,,,,,,,,,,
tokensFoodConsMysteryPack4DistributionRewardA,,breedingToken:100,,,,,foodConsumable2:1,,,,,,,,,,,
tokensFoodConsMysteryPack5DistributionRewardA,,breedingToken:400,,,,,foodConsumable3:1,,,,,,,,,,,
expeditesLumberConsMysteryPack1DistributionRewardA,,,,,,,lumberConsumable1:1,,,,,,,,,,,
expeditesLumberConsMysteryPack2DistributionRewardA,,,,,,,lumberConsumable1:1|expediteConsumable3:2,,,,,,,,,,,
expeditesLumberConsMysteryPack3DistributionRewardA,,,,,,,lumberConsumable2:1,,,,,,,,,,,
expeditesLumberConsMysteryPack4DistributionRewardA,,,,,,,lumberConsumable2:1|expediteConsumable3:4,,,,,,,,,,,
expeditesLumberConsMysteryPack5DistributionRewardA,,,,,,,lumberConsumable3:1|expediteConsumable3:15,,,,,,,,,,,
boostsHealingPotsMysteryPack1DistributionRewardA,,,,,,,increaseAttack1:2|increaseHP1:2,,,,,,,,,,,
boostsHealingPotsMysteryPack2DistributionRewardA,,,,,,,increaseAttack1:2|increaseHP1:2|increaseBuildingHP1:2|increaseBuildingAttack1:2,,,,,,,,,,,
boostsHealingPotsMysteryPack3DistributionRewardA,,,,,,,increaseAttack1:4|increaseHP1:4|increaseBuildingHP1:4|increaseBuildingAttack1:4|fullHeal:4,,,,,,,,,,,
boostsHealingPotsMysteryPack4DistributionRewardA,,,,,,,increaseAttack1:12|increaseHP1:12|fullHeal:8,,,,,,,,,,,
boostsHealingPotsMysteryPack5DistributionRewardA,,,,,,,increaseBuildingHP1:25|increaseBuildingAttack1:25|fullHeal:10,,,,,,,,,,,
chestMysteryPack1DistributionRewardB,,chest0:2,,,,,,,,,,,,,,,,
chestMysteryPack2DistributionRewardB,,chest0:4,,,,,,,,,,,,,,,,
chestMysteryPack3DistributionRewardB,,chest0:2|chest1:2,,,,,,,,,,,,,,,,
chestMysteryPack4DistributionRewardB,,chest2:2|chest1:2,,,,,,,,,,,,,,,,
chestMysteryPack5DistributionRewardB,,chest2:4|chest1:4,,,,,,,,,,,,,,,,
expediteMysteryPack1DistributionRewardB,,,,,,,expediteConsumable2:6,,,,,,,,,,,
expediteMysteryPack2DistributionRewardB,,,,,,,expediteConsumable3:6,,,,,,,,,,,
expediteMysteryPack3DistributionRewardB,,,,,,,expediteConsumable3:2|expediteConsumable3:6,,,,,,,,,,,
expediteMysteryPack4DistributionRewardB,,,,,,,expediteConsumable3:6|expediteConsumable3:10,,,,,,,,,,,
expediteMysteryPack5DistributionRewardB,,,,,,,expediteConsumable3:30|expediteConsumable3:20,,,,,,,,,,,
tokensFoodConsMysteryPack1DistributionRewardB,,,,,,,foodConsumable1:2,,,,,,,,,,,
tokensFoodConsMysteryPack2DistributionRewardB,,breedingToken:40,,,,,foodConsumable1:2,,,,,,,,,,,
tokensFoodConsMysteryPack3DistributionRewardB,,,,,,,foodConsumable2:2,,,,,,,,,,,
tokensFoodConsMysteryPack4DistributionRewardB,,breedingToken:200,,,,,foodConsumable2:2,,,,,,,,,,,
tokensFoodConsMysteryPack5DistributionRewardB,,breedingToken:800,,,,,foodConsumable3:2,,,,,,,,,,,
expeditesLumberConsMysteryPack1DistributionRewardB,,,,,,,lumberConsumable1:2,,,,,,,,,,,
expeditesLumberConsMysteryPack2DistributionRewardB,,,,,,,lumberConsumable1:2|expediteConsumable3:4,,,,,,,,,,,
expeditesLumberConsMysteryPack3DistributionRewardB,,,,,,,lumberConsumable2:2,,,,,,,,,,,
expeditesLumberConsMysteryPack4DistributionRewardB,,,,,,,lumberConsumable2:2|expediteConsumable3:8,,,,,,,,,,,
expeditesLumberConsMysteryPack5DistributionRewardB,,,,,,,lumberConsumable3:2|expediteConsumable3:30,,,,,,,,,,,
boostsHealingPotsMysteryPack1DistributionRewardB,,,,,,,increaseAttack1:4|increaseHP1:4,,,,,,,,,,,
boostsHealingPotsMysteryPack2DistributionRewardB,,,,,,,increaseAttack1:4|increaseHP1:4|increaseBuildingHP1:4|increaseBuildingAttack1:4,,,,,,,,,,,
boostsHealingPotsMysteryPack3DistributionRewardB,,,,,,,increaseAttack1:8|increaseHP1:8|increaseBuildingHP1:8|increaseBuildingAttack1:8|fullHeal:8,,,,,,,,,,,
boostsHealingPotsMysteryPack4DistributionRewardB,,,,,,,increaseAttack1:24|increaseHP1:24|fullHeal:16,,,,,,,,,,,
boostsHealingPotsMysteryPack5DistributionRewardB,,,,,,,increaseBuildingHP1:50|increaseBuildingAttack1:50|fullHeal:20,,,,,,,,,,,
chestMysteryPack1DistributionRewardC,,chest0:5,,,,,,,,,,,,,,,,
chestMysteryPack2DistributionRewardC,,chest0:10,,,,,,,,,,,,,,,,
chestMysteryPack3DistributionRewardC,,chest0:5|chest1:5,,,,,,,,,,,,,,,,
chestMysteryPack4DistributionRewardC,,chest2:5|chest1:5,,,,,,,,,,,,,,,,
chestMysteryPack5DistributionRewardC,,chest2:10|chest1:10,,,,,,,,,,,,,,,,
expediteMysteryPack1DistributionRewardC,,,,,,,expediteConsumable2:15,,,,,,,,,,,
expediteMysteryPack2DistributionRewardC,,,,,,,expediteConsumable3:15,,,,,,,,,,,
expediteMysteryPack3DistributionRewardC,,,,,,,expediteConsumable3:5|expediteConsumable3:15,,,,,,,,,,,
expediteMysteryPack4DistributionRewardC,,,,,,,expediteConsumable3:15|expediteConsumable3:25,,,,,,,,,,,
expediteMysteryPack5DistributionRewardC,,,,,,,expediteConsumable3:75|expediteConsumable3:50,,,,,,,,,,,
tokensFoodConsMysteryPack1DistributionRewardC,,,,,,,foodConsumable1:5,,,,,,,,,,,
tokensFoodConsMysteryPack2DistributionRewardC,,breedingToken:100,,,,,foodConsumable1:5,,,,,,,,,,,
tokensFoodConsMysteryPack3DistributionRewardC,,,,,,,foodConsumable2:5,,,,,,,,,,,
tokensFoodConsMysteryPack4DistributionRewardC,,breedingToken:500,,,,,foodConsumable2:5,,,,,,,,,,,
tokensFoodConsMysteryPack5DistributionRewardC,,breedingToken:2000,,,,,foodConsumable3:5,,,,,,,,,,,
expeditesLumberConsMysteryPack1DistributionRewardC,,,,,,,lumberConsumable1:5,,,,,,,,,,,
expeditesLumberConsMysteryPack2DistributionRewardC,,,,,,,lumberConsumable1:5|expediteConsumable3:10,,,,,,,,,,,
expeditesLumberConsMysteryPack3DistributionRewardC,,,,,,,lumberConsumable2:5,,,,,,,,,,,
expeditesLumberConsMysteryPack4DistributionRewardC,,,,,,,lumberConsumable2:5|expediteConsumable3:20,,,,,,,,,,,
expeditesLumberConsMysteryPack5DistributionRewardC,,,,,,,lumberConsumable3:5|expediteConsumable3:75,,,,,,,,,,,
boostsHealingPotsMysteryPack1DistributionRewardC,,,,,,,increaseAttack1:10|increaseHP1:10,,,,,,,,,,,
boostsHealingPotsMysteryPack2DistributionRewardC,,,,,,,increaseAttack1:10|increaseHP1:10|increaseBuildingHP1:10|increaseBuildingAttack1:10,,,,,,,,,,,
boostsHealingPotsMysteryPack3DistributionRewardC,,,,,,,increaseAttack1:20|increaseHP1:20|increaseBuildingHP1:20|increaseBuildingAttack1:20|fullHeal:20,,,,,,,,,,,
boostsHealingPotsMysteryPack4DistributionRewardC,,,,,,,increaseAttack1:60|increaseHP1:60|fullHeal:40,,,,,,,,,,,
boostsHealingPotsMysteryPack5DistributionRewardC,,,,,,,increaseBuildingHP1:125|increaseBuildingAttack1:125|fullHeal:50,,,,,,,,,,,
chestMysteryPack1DistributionRewardD,,chest0:10,,,,,,,,,,,,,,,,
chestMysteryPack2DistributionRewardD,,chest0:20,,,,,,,,,,,,,,,,
chestMysteryPack3DistributionRewardD,,chest0:10|chest1:10,,,,,,,,,,,,,,,,
chestMysteryPack4DistributionRewardD,,chest2:10|chest1:10,,,,,,,,,,,,,,,,
chestMysteryPack5DistributionRewardD,,chest2:20|chest1:20,,,,,,,,,,,,,,,,
expediteMysteryPack1DistributionRewardD,,,,,,,expediteConsumable2:30,,,,,,,,,,,
expediteMysteryPack2DistributionRewardD,,,,,,,expediteConsumable3:30,,,,,,,,,,,
expediteMysteryPack3DistributionRewardD,,,,,,,expediteConsumable3:10|expediteConsumable3:30,,,,,,,,,,,
expediteMysteryPack4DistributionRewardD,,,,,,,expediteConsumable3:30|expediteConsumable3:50,,,,,,,,,,,
expediteMysteryPack5DistributionRewardD,,,,,,,expediteConsumable3:150|expediteConsumable3:100,,,,,,,,,,,
tokensFoodConsMysteryPack1DistributionRewardD,,,,,,,foodConsumable1:10,,,,,,,,,,,
tokensFoodConsMysteryPack2DistributionRewardD,,breedingToken:200,,,,,foodConsumable1:10,,,,,,,,,,,
tokensFoodConsMysteryPack3DistributionRewardD,,,,,,,foodConsumable2:10,,,,,,,,,,,
tokensFoodConsMysteryPack4DistributionRewardD,,breedingToken:1000,,,,,foodConsumable2:10,,,,,,,,,,,
tokensFoodConsMysteryPack5DistributionRewardD,,breedingToken:4000,,,,,foodConsumable3:10,,,,,,,,,,,
expeditesLumberConsMysteryPack1DistributionRewardD,,,,,,,lumberConsumable1:10,,,,,,,,,,,
expeditesLumberConsMysteryPack2DistributionRewardD,,,,,,,lumberConsumable1:10|expediteConsumable3:20,,,,,,,,,,,
expeditesLumberConsMysteryPack3DistributionRewardD,,,,,,,lumberConsumable2:10,,,,,,,,,,,
expeditesLumberConsMysteryPack4DistributionRewardD,,,,,,,lumberConsumable2:10|expediteConsumable3:40,,,,,,,,,,,
expeditesLumberConsMysteryPack5DistributionRewardD,,,,,,,lumberConsumable3:10|expediteConsumable3:150,,,,,,,,,,,
boostsHealingPotsMysteryPack1DistributionRewardD,,,,,,,increaseAttack1:20|increaseHP1:20,,,,,,,,,,,
boostsHealingPotsMysteryPack2DistributionRewardD,,,,,,,increaseAttack1:20|increaseHP1:20|increaseBuildingHP1:20|increaseBuildingAttack1:20,,,,,,,,,,,
boostsHealingPotsMysteryPack3DistributionRewardD,,,,,,,increaseAttack1:40|increaseHP1:40|increaseBuildingHP1:40|increaseBuildingAttack1:40|fullHeal:40,,,,,,,,,,,
boostsHealingPotsMysteryPack4DistributionRewardD,,,,,,,increaseAttack1:120|increaseHP1:120|fullHeal:80,,,,,,,,,,,
boostsHealingPotsMysteryPack5DistributionRewardD,,,,,,,increaseBuildingHP1:250|increaseBuildingAttack1:250|fullHeal:100,,,,,,,,,,,
thunderstormSpellConsumable02,,,,,,,thunderstormSpellConsumable02:1,,,,,,,,,,,
boostPack1,,,,,,,10_10_wood_boost:1|7_10_with_rice_food_boost:1,ebony_tail_H:1,,,,,,,,,,
boostPack2,,,,,,,10_10_wood_boost:2|7_10_with_rice_food_boost:2,ebony_body_H:1,,,,,,,,,,
boostPack3,,,,,,,10_10_wood_boost:2|7_10_with_rice_food_boost:2,ebony_mask_H:1,,,,,,,,,,
boostPack4,,,,,,,10_10_wood_boost:4|7_10_with_rice_food_boost:4,ebony_tail_H:1,,,,,,,,,,
boostPack5,,,,,,,10_10_wood_boost:4|7_10_with_rice_food_boost:4,ebony_body_H:1,,,,,,,,,,
boostPack6,,,,,,,10_10_wood_boost:10|7_10_with_rice_food_boost:10,ebony_mask_H:1,,,,,,,,,,
boostPack7,,,,,,,10_10_wood_boost:10|7_10_with_rice_food_boost:10,ebony_tail_H:1,,,,,,,,,,
boostPack8,,,,,,,10_10_wood_boost:20|7_10_with_rice_food_boost:20,ebony_body_H:1,,,,,,,,,,
boostPack9,,,,,,,10_10_wood_boost:20|7_10_with_rice_food_boost:20,ebony_mask_H:1,,,,,,,,,,
boostPack,,,,,,,10_10_wood_boost:1|7_10_with_rice_food_boost:1,ebony_tail_H:1,,,,,,,,,,
dragonXPpotion,,,,,,,xpPotionConsumable1:5|xpPotionConsumable2:4|xpPotionConsumable3:3|xpPotionConsumable4:2|xpPotionConsumable5:1,,,,,,,,,,,
annuityPackRewardVP7_1,,ruby:100,,,,,,,,,,,,,,,,
valuePackRewardVP7_1,,ruby:100,,,,,,,,,,,,,,,,
valuePackRewardVP7_2,,ruby:100,,,,,,ebony_tail_H:1,,,,,,,,,,
valuePackRewardVP7_3,,ruby:2000|breedingToken:2000,,,,,expediteConsumable3:4|expediteConsumable2:60|expediteConsumable1:40|lumberPack_2000:4|foodPack_2000:4,,,,,,,,,,,
valuePackRewardVP7_4,,ruby:100,,,,,,ebony_mask_H:1,,,,,,,,,,
valuePackRewardVP7_5,,ruby:100,,,,,,ebony_tail_H:1,,,,,,,,,,
valuePackRewardVP7_6,,ruby:100,,,,,,ebony_body_H:1,,,,,,,,,,
valuePackRewardVP1_5,,ruby:625|breedingToken:50,,,,,,ebony_mask_H:1,,,,,,,,,,
valuePackRewardVP1_6,,ruby:625|breedingToken:50,,,,,,ebony_tail_H:1,,,,,,,,,,
valuePackRewardVP2_5,,ruby:625|breedingToken:50,,,,,,ebony_body_H:1,,,,,,,,,,
valuePackRewardVP2_6,,ruby:625|breedingToken:50,,,,,,ebony_mask_H:1,,,,,,,,,,
valuePackRewardVP3_5,,ruby:625|breedingToken:50,,,,,,ebony_tail_H:1,,,,,,,,,,
valuePackRewardVP3_6,,ruby:625|breedingToken:50,,,,,,ebony_body_H:1,,,,,,,,,,
beReferredRewardLevel02,,ruby:100,,,,,fullHeal:2,,,,,,,,,,,
beReferredRewardLevel05,,ruby:100,,,,,increaseAttack1:5|increaseHP1:5|increaseBuildingAttack1:5|increaseBuildingHP1:5|expediteConsumable1:3,,,,,,,,,,,
beReferredRewardLevel10,,ruby:500,,,,,fullHeal:5|chainLightningSpellConsumable01:5,,,,,,,,,,,
getReferralRewardLevel02,,ruby:20,,,,,expediteConsumable3:2|increaseAttack1:5|increaseHP1:5,,,,,,,,,,,
getReferralRewardLevel05,,ruby:40|breedingToken:40,,,,,expediteConsumable3:2|expediteConsumable4:2|increaseAttack1:5|increaseHP1:5,,,,,,,,,,,
getReferralRewardLevel10,,ruby:200|breedingToken:150,,,,,expediteConsumable3:5|expediteConsumable4:5|increaseAttack1:10|increaseHP1:10,,,,,,,,,,,
getReferralRewardLevel15,,ruby:400|breedingToken:200,,,,,expediteConsumable3:7|expediteConsumable4:7|increaseAttack1:15|increaseHP1:15,,,,,,,,,,,
getReferralRewardLevel20,,ruby:500|breedingToken:250,pbogDragon:1,,,,expediteConsumable3:7|expediteConsumable4:7,,,,,,,,,,,
getReferralRewardLevel30,,ruby:1000|breedingToken:500,,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
getReferralRewardLevel40,,ruby:1000|breedingToken:500,pbogDragon:1,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
getReferralRewardLevel50,,ruby:1000|breedingToken:500,,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
getReferralRewardLevel60,,ruby:1000|breedingToken:500,,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
getReferralRewardLevel70,,ruby:1000|breedingToken:500,,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
getReferralRewardLevel80,,ruby:1000|breedingToken:500,,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
getReferralRewardLevel90,,ruby:1000|breedingToken:500,,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
getReferralRewardLevel100,,ruby:1000|breedingToken:500,,,,,expediteConsumable3:8|expediteConsumable4:8,,,,,,,,,,,
get1ReferralReward,,ruby:100,,,,,,,,,,,,,,,,
get10ReferralsReward,,ruby:500,,,,,,,,,,,,,,,,
ad_reward_vulcun1,,ruby:100,,,,,increaseAttack1:5|increaseHP1:5|increaseBuildingAttack1:5|increaseBuildingHP1:5|expediteConsumable4:3|expediteConsumable3:3|expediteConsumable2:3|expediteConsumable1:3|repairConsumable:3|attackConsumable:3|armorConsumable:3|summonDragonSpellConsumable01:3|freezeSpellConsumable01:3|aoeSpellConsumable01:3,,,,,,Twitch Value Pack!,,1,1,,
ad_reward_n3twork1,,ruby:100,,,,,increaseAttack1:5|increaseHP1:5|increaseBuildingAttack1:5|increaseBuildingHP1:5|expediteConsumable4:3|expediteConsumable3:3|expediteConsumable2:3|expediteConsumable1:3|repairConsumable:3|attackConsumable:3|armorConsumable:3|summonDragonSpellConsumable01:3|freezeSpellConsumable01:3|aoeSpellConsumable01:3,,,,,,Youtube Value Pack!,,1,1,,
retargetValuePack1,,,,,,,,,,604800,,,7 Days of Elite,,1,,,
foodConsumable0a,,,,,,,foodConsumable0a:1,,,,,,,,,,,
foodConsumable0b,,,,,,,foodConsumable0b:1,,,,,,,,,,,
foodConsumable0c,,,,,,,foodConsumable0c:1,,,,,,,,,,,
lumberConsumable0a,,,,,,,lumberConsumable0a:1,,,,,,,,,,,
lumberConsumable0b,,,,,,,lumberConsumable0b:1,,,,,,,,,,,
lumberConsumable0c,,,,,,,lumberConsumable0c:1,,,,,,,,,,,
xpPotionConsumable0a,,,,,,,xpPotionConsumable0a:1,,,,,,,,,,,
xpPotionConsumable0b,,,,,,,xpPotionConsumable0b:1,,,,,,,,,,,
xpPotionConsumable0c,,,,,,,xpPotionConsumable0c:1,,,,,,,,,,,
xpPotionConsumable1,,,,,,,xpPotionConsumable1:1,,,,,,,,,,,
xpPotionConsumable2,,,,,,,xpPotionConsumable2:1,,,,,,,,,,,
xpPotionConsumable3,,,,,,,xpPotionConsumable3:1,,,,,,,,,,,
xpPotionConsumable4,,,,,,,xpPotionConsumable4:1,,,,,,,,,,,
xpPotionConsumable5,,,,,,,xpPotionConsumable5:1,,,,,,,,,,,
breedingToken,,breedingToken:1,,,,,,,,,,,,,,,,
food,,food:1,,,,,,,,,,,,,,,,
piercing,,piercing:1,,,,,,,,,,,,,,,,
retarget_ValuePackEliteReward_30Days,,,,,,,,,,2592000,,,30 Days of Elite,,1,,,
24h_2x_food,,,,,,,24h_2x_food:1,,,,,,1d 2x Food Boost,,,,,
24h_2x_wood,,,,,,,24h_2x_wood:1,,,,,,1d 2x Wood Boost,,,,,
goldenDesertArmorSet,,,,,,,,egyptian_mask_B_armor:1|egyptian_body_B_armor:1|egyptian_tail_B_armor:1,,,,,,,,,,
goldenAspArmorSet,,,,,,,,egyptian_mask_D_armor:1|egyptian_body_D_armor:1|egyptian_tail_D_armor:1,,,,,,,,,,
hydronAmethystArmorSet,,,,,,,,egyptian_amethyst_mask_C_armor:1|egyptian_amethyst_body_C_armor:1|egyptian_amethyst_tail_C_armor:1,,,,,,,,,,
kaijuEmeraldArmorSet,,,,,,,,egyptian_emerald_mask_E_armor:1|egyptian_emerald_body_E_armor:1,,,,,,,,,,
mainquest_StrongFoundation_chain02_a_reward,,,,,,,expediteConsumable0a:1,,,,,,,,,,,
mainquest_StrongFoundation_reward,,ruby:10,,,,,increaseBuildingHP1:2|increaseBuildingAttack1:1,,,,,,,,,,,
mainquest_ZinBlueHornedDragon_chain02_a_reward,,,,,,,expediteConsumable0:1,,,,,,,,,,,
mainquest_ZinBlueHornedDragon_reward,,ruby:12,,,,,increaseBuildingHP1:3|foodConsumable1:3,,,,,,,,,,,
mainquest_SourceOfMagic_reward,,ruby:18,,,,,increaseBuildingAttack1:3|increaseAttack1:3|fullHeal:3,,,,,,,,,,,
mainquest_LeviathanSorcerer_chain02_b_reward,,,,,,,expediteConsumable0:3,,,,,,,,,,,
mainquest_LeviathanSorcerer_reward,,ruby:16,,,,,increaseAttack1:6|increaseHP1:3|fullHeal:3,,,,,,,,,,,
mainquest_LegendOfKinnara_chain02_b_reward,,,,,,,expediteConsumable1:1|expediteConsumable0:1,,,,,,,,,,,
mainquest_LegendOfKinnara_chain03_c_reward,,food:6|piercing:6,,,,,,,,,,,,,,,,
mainquest_LegendOfKinnara_reward,,ruby:26,,,,,lumberConsumable1:7|foodConsumable1:7|xpPotionConsumable1:1,,,,,,,,,,,
mainquest_TheMightyKinnara_chain02_b_reward,,,,,,,expediteConsumable1:10,,,,,,,,,,,
mainquest_TheMightyKinnara_chain03_b_reward,,food:55|piercing:55,,,,,,,,,,,,,,,,
mainquest_TheMightyKinnara_reward,,ruby:26,,,,,increaseAttack1:9|increaseHP1:9,,,,,,,,,,,
mainquest_KinnaraWrath_chain02_b_reward,,,,,,,fullHeal:4,,,,,,,,,,,
mainquest_KinnaraWrath_reward,,ruby:50|breedingToken:50,,,,,lumberConsumable2:3|foodConsumable2:3,,,,,,,,,,,
mainquest_AnUnexpectedSorcerer_chain02_a_reward,,,,,,,expediteConsumable1:4|expediteConsumable0:4,,,,,,,,,,,
mainquest_AnUnexpectedSorcerer_reward,,ruby:24,,,,,foodConsumable1:8|foodConsumable2:4|foodConsumable3:2,,,,,,,,,,,
mainquest_ALegendAwaits_chain02_c_reward,,,,,,,expediteConsumable1:4|expediteConsumable0:4,,,,,,,,,,,
mainquest_ALegendAwaits_reward,,ruby:42,,,,,increaseBuildingHP1:12|increaseBuildingAttack1:12,,,,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_c1_reward,,,,,,,expediteConsumable1:4|expediteConsumable0:4,,,,,,,,,,,
mainquest_LegacyOfEarthAndAir_chain02_c2_reward,,,,,,,expediteConsumable1:4|expediteConsumable0:4,,,,,,,,,,,
mainquest_LegacyOfEarthAndAir_reward,,ruby:38,,,,,xpPotionConsumable1:5|fullHeal:11|increaseAttack1:11,,,,,,,,,,,
mainquest_TheAvatarOfEarth_reward,,ruby:22,,,,,increaseBuildingAttack1:15|increaseBuildingHP1:15,,,,,,,,,,,
mainquest_ArboriusUnleashed_chain02_b_reward,,,,,,,expediteConsumable1:15|expediteConsumable0:25,,,,,,,,,,,
mainquest_ArboriusUnleashed_chain03_a_reward,,food:350|piercing:350,,,,,,,,,,,,,,,,
mainquest_ArboriusUnleashed_reward,,ruby:100|breedingToken:200,,,,,increaseAttack1:18|increaseHP1:18,,,,,,,,,,,
xpMultiplierSpellConsumable01,,,,,,,xpMultiplierSpellConsumable01:1,,,,,,,,,,,
xpMultiplierSpellConsumable02,,,,,,,xpMultiplierSpellConsumable02:1,,,,,,,,,,,
HunterBunny,,,,,,,,hal_bunny_H_v1:1|hal_bunny_H_v2:1,,,,,,,,,,
WarriorBunny,,,,,,,,hal_bunny_W_v1:1|hal_bunny_W_v2:1,,,,,,,,,,
SorcererBunny,,,,,,,,hal_bunny_S:1,,,,,,,,,,
HunterMonocle,,,,,,,,hal_topHat_H_v1:1|hal_topHat_H_v2:1,,,,,,,,,,
WarriorMonocle,,,,,,,,hal_topHat_W_v1:1|hal_topHat_W_v2:1,,,,,,,,,,
SorcererMonocle,,,,,,,,hal_topHat_S:1,,,,,,,,,,
HunterArrow,,,,,,,,hal_robinHood_H_v1:1|hal_robinHood_H_v2:1,,,,,,,,,,
WarriorArrow,,,,,,,,hal_robinHood_W_v1:1|hal_robinHood_W_v2:1,,,,,,,,,,
