identifier,inBundle,displayName,defaultSceneFile,dragonClass,dragonType,defaultRarity,elementIdentifier,displayDescription,stableHint,defaultDiscoveredImage,undiscoveredImage,defaultIconFilename,iconFilenameLocked,upgradeCSVFileName,fidgets,unlockAchievement,attackStartVal,sellBasePrice,unavailableSpellTypes,showcaseNodeLocation,isAttainable,sortPriority,minDragonLevelForBreeding,minBreedingCaveBuildingLevelToBreed,incubatingTime,incubationAchievementRequirement,incubationBuildingLevelRequirement,defaultMaxLevel,researchMaxLevelIncrease,eggCurrencyType,eggDisplaySceneFile,defaultAttackBoostRange,defaultHPBoostRange,canSell,canUpgrade,canBeSummoned,deathPenaltyPercentage,defaultTierNumber,priorityWithinTier,showInStable,numberOfFragmentsNeeded,isShrineDragon,isGoldDragon,limitedTimeOfferDragonActiveEvent,limitedTimeOfferDragonParentsInfoFile,isEvolveDragon,canPlaceIntoPerch,isUnbreedableDragon,buffEndTime,h
T11C4HDdragon,0,Mafic,drg_obsidianHunter.lvl,hunter,Obsidian Drake,6,darkElement,Dark beast has light within.,Look for the dragon at the breeding grounds,dragon_obsidianHunter_discovered_thumbnail.png,dragon_obsidianHunter_undiscovered_thumbnail.png,dragonThumbnail_obsidianHunter_discovered.png,dragonThumbnail_obsidianHunter_undiscovered.png,T11C4HDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,146,16,11,3340465,,11,40,,obsidianEggCurrency,egg_obsidian_V8.lvl,0-0,0-0,1,1,0,15,11,137,1,1100,0,0,,,,1,,0,
T11C4SFdragon,0,Rhyo,drg_obsidianSorcerer.lvl,sorcerer,Obsidian Wyrm,6,fireElement,Can wield ancient spells at will.,Look for the dragon at the breeding grounds,dragon_obsidianSorcerer_discovered_thumbnail.png,dragon_obsidianSorcerer_undiscovered_thumbnail.png,dragonThumbnail_obsidianSorcerer_discovered.png,dragonThumbnail_obsidianSorcerer_undiscovered.png,T11C4SFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,147,16,11,3340465,,11,40,,obsidianEggCurrency,egg_obsidian_V9.lvl,0-0,0-0,1,1,0,15,11,138,1,1100,0,0,,,,1,,0,
summerHunterDragon,0,Borgian,drg_earthWyvernSuper_v3.lvl,hunter,Malachite Wyvern,5,earthElement,Scales of malachite tempered by fire.,Look for the dragon at the breeding grounds,dragon_earthWyvernSuper_v3_discovered_thumbnail.png,dragon_earthWyvernSuper_undiscovered_thumbnail.png,dragonThumbnail_earthWyvernSuper_v3_discovered.png,dragonThumbnail_earthWyvernSuper_undiscovered.png,summerHunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,122,1,3,82080,,4,50,,emeraldEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,113,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
summerSorcererDragon,0,Kinnarus,drg_noblePreySuper.lvl,sorcerer,Golden Summoner,5,windElement,A dragon with the power to create life.,Look for the dragon at the breeding grounds,dragon_noblePreySuper_discovered_thumbnail.png,dragon_noblePreySuper_undiscovered_thumbnail.png,dragonThumbnail_noblePreySuper_discovered.png,dragonThumbnail_noblePreySuper_undiscovered.png,summerSorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,136,1,3,82080,,4,50,,emeraldEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,124,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
summerDiscountDragon,0,Drakius,drg_fireSuper.lvl,warrior,Armored Flame,5,fireElement,Lives for the sole purpose of fiery destruction.,Look for the dragon at the breeding grounds,dragon_fireSuper_discovered_thumbnail.png,dragon_fireSuper_undiscovered_thumbnail.png,dragonThumbnail_fireSuper_discovered.png,dragonThumbnail_fireSuper_undiscovered.png,summerDiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,137,1,3,82080,,4,50,,emeraldEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,125,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
summerWarriorDragon,0,Zamrok,drg_armoredSuper_v1.lvl,warrior,Armored Destroyer,5,iceElement,Valiant protector adorned in polished armor.,Look for the dragon at the breeding grounds,dragon_armoredSuper_v1_discovered_thumbnail.png,dragon_armoredSuper_undiscovered_thumbnail.png,dragonThumbnail_armoredSuper_v1_discovered.png,dragonThumbnail_armoredSuper_undiscovered.png,summerWarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,138,1,3,82080,,4,50,,emeraldEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,126,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
summerMythicDragon,0,Merkt,drg_nightcrawlerSuper_v1.lvl,sorcerer,Ashen Wyrm,6,darkElement,A mutating wrym breathing decay.,Look for the dragon at the breeding grounds,dragon_nightcrawlerSuper_v1updated_discovered_thumbnail.png,dragon_nightcrawlerSuper_v1updated_undiscovered_thumbnail.png,dragonThumbnail_nightcrawlerSuper_v1updated_discovered.png,dragonThumbnail_nightcrawlerSuper_v1updated_undiscovered.png,summerMythicDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,139,1,3,82080,,4,60,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,127,1,500,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
emberDragon,0,Ember,drg_ochreHunter_v1.lvl,hunter,Fire Spine Dragon,4,fireElement,This dragon changes as he grows stronger like fire.,Look for the dragon at the breeding grounds,dragon_ochreHunter_v1_discovered_thumbnail.png,dragon_ochreHunter_v1_undiscovered_thumbnail.png,dragonThumbnail_ochreHunter_v1_discovered.png,dragonThumbnail_ochreHunter_v1_undiscovered.png,RedEvolvingHunter.csv,,downloadDragons,1000,food:100,,0~20~40,1,9,1,1,1000,,1,30,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,1,1,0,15,1,14,1,3,0,0,,,1,1,1,0,
fallDiscountDragon,0,Necryx,drg_revenant.lvl,hunter,Kharnyx's Flagship Dragon,5,darkElement,Kharnyx's dragon died once. It won't happen again.,Look for the dragon at the breeding grounds,dragon_revenant_discovered_thumbnail.png,dragon_revenant_undiscovered_thumbnail.png,dragonThumbnail_revenant_discovered.png,dragonThumbnail_revenant_undiscovered.png,fallDiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,148,1,3,82080,,4,55,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,128,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
fallSorcererDragon,0,Spindra,drg_spider_v1.lvl,sorcerer,The Arachnid Wyrm,5,darkElement,More legs to outrun prey. More eyes to see where they're hiding.,Look for the dragon at the breeding grounds,dragon_spider_v1_discovered_thumbnail.png,dragon_spider_undiscovered_thumbnail.png,dragonThumbnail_spider_v1_discovered.png,dragonThumbnail_spider_undiscovered.png,fallSorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,149,1,3,82080,,4,55,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,129,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
fallWarriorDragon,0,Chimerak,drg_undead_patchwork.lvl,warrior,The Hybrid Monstrosity,5,darkElement,Deadlier than the sum of its parts.,Look for the dragon at the breeding grounds,dragon_undead_patchwork_discovered_thumbnail.png,dragon_undead_patchwork_undiscovered_thumbnail.png,dragonThumbnail_undead_patchwork_discovered.png,dragonThumbnail_undead_patchwork_undiscovered.png,fallWarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,150,1,3,82080,,4,55,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,130,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
twitchFanDragon,0,Nydryr,drg_twitchFan.lvl,sorcerer,Luminescent Predator,5,iceElement,"It uses its luminescent features to attract prey, then snatches its catch much like a panther leaping from a tree.",Look for the dragon at the breeding grounds,dragon_twitchFan_discovered_thumbnail.png,dragon_twitchFan_undiscovered_thumbnail.png,dragonThumbnail_twitchFan_discovered.png,dragonThumbnail_twitchFan_undiscovered.png,twitchFanDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,124,1,1,43200,,1,52,,emeraldEggCurrency,egg_red_V9.lvl,0-0,0-0,1,1,0,15,1,115,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
fallHunterDragon,0,Gargula,drg_gargoyle.lvl,hunter,Vengeful Gargoyle,5,darkElement,"Where a heart should be, lies stone.",Look for the dragon at the breeding grounds,dragon_gargoyle_discovered_thumbnail.png,dragon_gargoyle_undiscovered_thumbnail.png,dragonThumbnail_gargoyle_discovered.png,dragonThumbnail_gargoyle_undiscovered.png,fallHunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,151,1,3,82080,,4,55,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,139,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
fallMythicDragon,0,Moonfang,drg_werewolf_v1.lvl,warrior,Rageful Lycan,6,darkElement,Cursed with an insatiable bloodlust.,Look for the dragon at the breeding grounds,dragon_werwewolf_v1_discovered_thumbnail.png,dragon_werwewolf_v1_undiscovered_thumbnail.png,dragonThumbnail_werewolf_v1_discovered.png,dragonThumbnail_werewolf_v1_undiscovered.png,fallMythicDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,153,1,3,82080,,4,65,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,140,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
fallEventDragon,0,Anuba,drg_undead_mummy.lvl,sorcerer,Unearthed Immortal,5,darkElement,Awoken from a forgotten tomb. This legend lives forever.,Look for the dragon at the breeding grounds,dragon_undead_mummy_discovered_thumbnail.png,dragon_undead_mummy_undiscovered_thumbnail.png,dragon_undead_mummy_discovered_thumbnail.png,dragon_undead_mummy_undiscovered_thumbnail.png,fallEventDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,152,1,1,43200,,1,69,,obsidianEggCurrency,egg_red_V9.lvl,0-0,0-0,1,1,0,15,1,141,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E17Q4DiscountDragon,0,Leos,drg_lion.lvl,warrior,Prideful Predator,5,fireElement,Frays the nerves of even the bravest warrior.,Look for the dragon at the breeding grounds,dragon_lion_discovered_thumbnail.png,dragon_lion_undiscovered_thumbnail.png,dragonThumbnail_lion_discovered.png,dragonThumbnail_lion_undiscovered.png,E17Q4DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,155,1,3,82080,,4,60,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,142,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E17Q4SorcererDragon,0,Equestor,drg_chariot.lvl,sorcerer,Storm Chariot,5,windElement,A dark storm charges across the horizon.,Look for the dragon at the breeding grounds,dragon_chariot_discovered_thumbnail.png,dragon_chariot_undiscovered_thumbnail.png,dragonThumbnail_chariot_discovered.png,dragonThumbnail_chariot_undiscovered.png,E17Q4SorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,156,1,3,82080,,4,60,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,143,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E17Q4HunterDragon,0,Avyx,drg_warhawk.lvl,hunter,Warhawk Drake,5,darkElement,"Stalking the night, ever in search of prey.",Look for the dragon at the breeding grounds,dragon_warhawk_discovered_thumbnail.png,dragon_warhawk_undiscovered_thumbnail.png,dragonThumbnail_warhawk_discovered.png,dragonThumbnail_warhawk_undiscovered.png,E17Q4HunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,158,1,3,82080,,4,60,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,145,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E17Q4WarriorDragon,0,Gladicus,drg_gladiator.lvl,warrior,Great Myrmidon,5,earthElement,Impervious to every conceivable onslaught.,Look for the dragon at the breeding grounds,dragon_gladiator_discovered_thumbnail.png,dragon_gladiator_undiscovered_thumbnail.png,dragonThumbnail_gladiator_discovered.png,dragonThumbnail_gladiator_undiscovered.png,E17Q4WarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,157,1,3,82080,,4,60,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,144,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E17Q4FinalDragon,0,Neptus,drg_neptune.lvl,hunter,Champion of the Sea,6,iceElement,All at sea bow to the will of the champion of the ocean.,Look for the dragon at the breeding grounds,dragon_neptune_discovered_thumbnail.png,dragon_neptune_undiscovered_thumbnail.png,dragonThumbnail_neptune.png,dragonThumbnail_neptune_undiscovered.png,E17Q4FinalDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,159,1,3,82080,,4,60,,obsidianEggCurrency,egg_orange_V13.lvl,0-0,0-0,1,1,0,15,4,146,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
lightningFamiliar,0,Lightning Familiar,drg_lightningFamiliar.lvl,warrior,Lightning Familiar,0,darkElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_lightningFamiliar_discovered.png,dragonThumbnail_lightningFamiliar_undiscovered.png,LightningFamiliarDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,60,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
earthEvolvingWarrior,0,Ochre,drg_ochreWarrior_v1.lvl,warrior,Cinderhoned Warrior,5,earthElement,Ever searching for the spark to reveal its inner radiance,Look for the dragon at the breeding grounds,dragon_ochreWarrior_v1_discovered_thumbnail.png,dragon_ochreWarrior_v1_undiscovered_thumbnail.png,dragonThumbnail_ochreWarrior_v1_discovered.png,dragonThumbnail_ochreWarrior_v1_undiscovered.png,earthEvolvingWarriorUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,154,6,4,164160,,2,30,,orangeEggCurrency,egg_orange_V9.lvl,0-0,0-0,1,1,0,15,4,146,1,60,0,0,,,1,1,,0,
T12C3WIdragon,0,Morthil,drg_tundra.lvl,warrior,Stygian Beast,5,iceElement,A hulking beast of burden from the Stygian Glaze.,Look for the dragon at the breeding grounds,dragon_tundra_discovered_thumbnail.png,dragon_tundra_undiscovered_thumbnail.png,dragonThumbnail_tundra_discovered.png,dragonThumbnail_tundra_undiscovered.png,T12C3WIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,159,12,12,3340465,,12,40,,atlasEggCurrency,egg_world_V1.lvl,0-0,0-0,1,1,0,15,12,147,1,875,0,0,,,,1,,0,
T12C3WFdragon,0,Wydrian,drg_furnace.lvl,warrior,Dragon Engine,5,fireElement,Given life by the expert smiths of the Fire Fields.,Look for the dragon at the breeding grounds,dragon_furnace_discovered_thumbnail.png,dragon_furnace_undiscovered_thumbnail.png,dragonThumbnail_furnace_discovered.png,dragonThumbnail_furnace_undiscovered.png,T12C3WFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,160,12,12,3340465,,12,40,,atlasEggCurrency,egg_world_V2.lvl,0-0,0-0,1,1,0,15,12,148,1,875,0,0,,,,1,,0,
T12C3HEdragon,0,Estril,drg_elven.lvl,hunter,Elven Vanguard,5,earthElement,The Glowing Cradle birthed this protector of Elves.,Look for the dragon at the breeding grounds,dragon_elven_discovered_thumbnail.png,dragon_elven_undiscovered_thumbnail.png,dragonThumbnail_elven_discovered.png,dragonThumbnail_elven_undiscovered.png,T12C3HEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,161,12,12,3340465,,12,40,,atlasEggCurrency,egg_world_V3.lvl,0-0,0-0,1,1,0,15,12,149,1,875,0,0,,,,1,,0,
T12C3SWdragon,0,Shezard,drg_oasis.lvl,sorcerer,Guardian Viper,5,windElement,Fearsome fanged patron of the Burning Sands.,Look for the dragon at the breeding grounds,dragon_oasis_discovered_thumbnail.png,dragon_oasis_undiscovered_thumbnail.png,dragonThumbnail_oasis_discovered.png,dragonThumbnail_oasis_undiscovered.png,T12C3SWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,163,12,12,3340465,,12,40,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,12,150,1,875,0,0,,,,1,,0,
T12C4WIdragon,0,Destar,drg_tundraWar.lvl,warrior,Tundra Warlord,6,iceElement,Peerless veteran of the wars in the North. An avatar of conflict.,Look for the dragon at the breeding grounds,dragon_tundraWar_discovered_thumbnail.png,dragon_tundraWar_undiscovered_thumbnail.png,dragonThumbnail_tundraWar_discovered.png,dragonThumbnail_tundraWar_undiscovered.png,T12C4WIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,172,16,12,3340465,,12,50,,atlasEggCurrency,egg_world_V7.lvl,0-0,0-0,1,1,0,15,12,160,1,1375,0,0,,,,1,,0,
T12C3HDdragon,0,Lokan,drg_swamp.lvl,hunter,Marsh Scourge,5,darkElement,A cursed shadow looms over the Wailing Marshes.,Look for the dragon at the breeding grounds,dragon_swamp_discovered_thumbnail.png,dragon_swamp_undiscovered_thumbnail.png,dragonThumbnail_swamp_discovered.png,dragonThumbnail_swamp_undiscovered.png,T12C3HDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,166,12,12,3340465,,12,40,,atlasEggCurrency,egg_world_V4.lvl,0-0,0-0,1,1,0,15,12,152,1,875,0,0,,,,1,,0,
T12C3SFdragon,0,Opes,drg_celestial.lvl,sorcerer,Holy Fire Dragon,5,fireElement,A radiant dawn soars high above the battlefield.,Look for the dragon at the breeding grounds,dragon_celestial_discovered_thumbnail.png,dragon_undead_wraith_undiscovered_thumbnail.png,dragonThumbnail_celestial_discovered.png,dragonThumbnail_celestial_undiscovered.png,T12C3SFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,168,12,12,3340465,,12,40,,atlasEggCurrency,egg_world_V6.lvl,0-0,0-0,1,1,0,15,12,161,1,875,0,0,,,,1,,0,
T12C4SWdragon,0,Rajin,drg_oasisWar.lvl,sorcerer,Desert Regent,6,windElement,"Undisputed godking from a land of endless, shimmering dunes.",Look for the dragon at the breeding grounds,dragon_oasisWar_discovered_thumbnail.png,dragon_oasisWar_undiscovered_thumbnail.png,dragonThumbnail_oasisWar_discovered.png,dragonThumbnail_oasisWar_undiscovered.png,T12C4SWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,169,16,12,3340465,,12,50,,atlasEggCurrency,egg_world_V8.lvl,0-0,0-0,1,1,0,15,12,162,1,1375,0,0,,,,1,,0,
T12C4HDdragon,0,Keth,drg_swampWar.lvl,hunter,Swamp King,6,darkElement,"None dare challenge the rule of this rotting, fungal horror.",Look for the dragon at the breeding grounds,dragon_swampWar_discovered_thumbnail.png,dragon_swampWar_undiscovered_thumbnail.png,dragonThumbnail_swampWar_discovered.png,dragonThumbnail_swampWar_undiscovered.png,T12C4HDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,170,16,12,3340465,,12,50,,atlasEggCurrency,egg_world_V9.lvl,0-0,0-0,1,1,0,15,12,155,1,1375,0,0,,,,1,,0,
E17Q4NewYearDragon,0,Kirin,drg_unicorn_v1.lvl,warrior,Herald of Fortune,5,windElement,Brings bountiful tidings wherever it goes.,Look for the dragon at the breeding grounds,dragon_unicorn_v1_discovered_thumbnail.png,dragon_unicorn_undiscovered_thumbnail.png,dragonThumbnail_unicorn_v1_discovered.png,dragonThumbnail_unicorn_undiscovered.png,E17Q4NewYearDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,165,1,1,43200,,1,60,,obsidianEggCurrency,egg_red_V9.lvl,0-0,0-0,1,1,0,15,1,141,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q1DiscountDragon,0,Aibrean,drg_feySpring.lvl,hunter,Avatar of Spring,5,windElement,The tranquility of Spring always follows in its wake.,Look for the dragon at the breeding grounds,dragon_feySpring_discovered_thumbnail.png,dragon_feySpring_undiscovered_thumbnail.png,dragonThumbnail_feySpring_discovered.png,dragonThumbnail_feySpring_undiscovered.png,E18Q1DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,180,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,152,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q1WarriorDragon,0,Nollaig,drg_feyWinter.lvl,warrior,Avatar of Winter,5,iceElement,Even the strongest steel shatters from its frozen breath.,Look for the dragon at the breeding grounds,dragon_feyWinter_discovered_thumbnail.png,dragon_feyWinter_undiscovered_thumbnail.png,dragonThumbnail_feyWinter_discovered.png,dragonThumbnail_feyWinter_undiscovered.png,E18Q1WarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,181,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,155,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q1FinalDragon,0,Corthanak,drg_feyBonfire.lvl,sorcerer,Ghostflame Wyrm,6,fireElement,An ancient evil kept at bay by the Woodland Avatars.,Look for the dragon at the breeding grounds,dragon_feyBonfire_discovered_thumbnail.png,dragon_feyBonfire_undiscovered_thumbnail.png,dragonThumbnail_feyBonfire_discovered.png,dragonThumbnail_feyBonfire_undiscovered.png,E18Q1FinalDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,185,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,156,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q1GoofyDragon,0,Chunk,drg_goofy_hippo.lvl,warrior,Majestic Beast,4,earthElement,"Soaring through the sky, his grace is unparalleled.",Look for the dragon at the breeding grounds,dragon_goofy_hippo_discovered_thumbnail.png,dragon_goofy_hippo_undiscovered_thumbnail.png,dragonThumbnail_goofy_hippo_discovered.png,dragonThumbnail_goofy_hippo_undiscovered.png,E18Q1GoofyDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,15,8,3,164160,,3,20,,blueEggCurrency,egg_blue_V6.lvl,0-0,0-0,1,1,0,15,3,15,1,16,0,0,,,,1,1,0,
E18Q1SorcererDragon,0,Samhrad,drg_feySummer.lvl,sorcerer,Avatar of Summer,5,earthElement,Cleansing fire purges all malicious intent.,Look for the dragon at the breeding grounds,dragon_feySummer_discovered_thumbnail.png,dragon_feySummer_undiscovered_thumbnail.png,dragonThumbnail_feySummer_discovered.png,dragonThumbnail_feySummer_undiscovered.png,E18Q1SorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,184,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,157,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q1HunterDragon,0,Fomhar,drg_feyAutumn.lvl,hunter,Avatar of Autumn,5,darkElement,Ensures that only the strongest survive the harvest.,Look for the dragon at the breeding grounds,dragon_feyAutumn_discovered_thumbnail.png,dragon_feyAutumn_undiscovered_thumbnail.png,dragonThumbnail_feyAutumn_discovered.png,dragonThumbnail_feyAutumn_undiscovered.png,E18Q1HunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,183,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V7.lvl,0-0,0-0,1,1,0,15,4,158,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q2DiscountDragon,0,Coatl,drg_coatl.lvl,sorcerer,Rainbow Serpent,5,windElement,Shimmering feathers reflect the power of the sky.,Look for the dragon at the breeding grounds,dragon_coatl_discovered_thumbnail.png,dragon_coatl_undiscovered_thumbnail.png,dragonThumbnail_coatl_discovered.png,dragonThumbnail_coatl_undiscovered.png,E18Q2DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,200,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,200,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q2HunterDragon,0,Cuauhtli,drg_vulture.lvl,hunter,Wasteland Raptor,5,fireElement,A desert scavenger that pilfers its treasure from fallen dragons.,Look for the dragon at the breeding grounds,dragon_vulture_discovered_thumbnail.png,dragon_vulture_undiscovered_thumbnail.png,dragonThumbnail_vulture_discovered.png,dragonThumbnail_vulture_undiscovered.png,E18Q2HunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,201,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,201,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q2FinalDragon,0,Huitzil,drg_shamanWarrior.lvl,warrior,Champion of the Wastes,6,earthElement,The fanatical vanguard of the Windblown Shroud.,Look for the dragon at the breeding grounds,dragon_shamanWarrior_discovered_thumbnail.png,dragon_shamanWarrior_undiscovered_thumbnail.png,dragonThumbnail_shamanWarrior_discovered.png,dragonThumbnail_shamanWarrior_undiscovered.png,E18Q2FinalDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,210,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V7.lvl,0-0,0-0,1,1,0,15,4,210,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
T13C3WIdragon,0,Jotun,drg_viking.lvl,warrior,Titanic Tempest,5,iceElement,"From the peaks of the Frigid Narrows, he weathers the storm.",Look for the dragon at the breeding grounds,dragon_viking_discovered_thumbnail.png,dragon_viking_undiscovered_thumbnail.png,dragonThumbnail_viking_discovered.png,dragonThumbnail_viking_undiscovered.png,T13C3WIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,200,12,13,3340465,,13,40,,vanguardEggCurrency,egg_world2_V1.lvl,0-0,0-0,1,1,0,15,13,200,1,875,0,0,,,,1,,0,
T13C3WDdragon,0,Balahm,drg_leopard.lvl,warrior,Pouncing Terror,5,darkElement,"A prowling predator, stalking other dragons from the jungle floor.",Look for the dragon at the breeding grounds,dragon_leopard_discovered_thumbnail.png,dragon_leopard_undiscovered_thumbnail.png,dragonThumbnail_leopard_discovered.png,dragonThumbnail_leopard_undiscovered.png,T13C3WDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,201,12,13,3340465,,13,40,,vanguardEggCurrency,egg_world2_V2.lvl,0-0,0-0,1,1,0,15,13,201,1,875,0,0,,,,1,,0,
