identifier,firstDragonIdentifier,secondDragonIdentifier,possibleRawEggDistribution,goldPossibleRawEggDistribution,eggNumber,h
356,T1C2HEdragon,T2C3SEdragon,deck0356:1,deck0356:1,1,
357,T1C2HEdragon,T2C3HFdragon,deck0357:1,deck0357:1,1,
358,T1C2HEdragon,T2C3SFdragon,deck0358:1,deck0358:1,1,
359,T1C2HEdragon,T2C3HIdragon,deck0359:1,deck0359:1,1,
360,T1C2HEdragon,T2C3WEdragon,deck0360:1,deck0360:1,1,
361,T1C2HEdragon,T3C1WEdragon,deck0361:1,deck0361:1,1,
362,T1C2HEdragon,T3C1SFdragon,deck0362:1,deck0362:1,1,
363,T1C2HEdragon,T3C1HIdragon,deck0363:1,deck0363:1,1,
364,T1C2HEdragon,T3C1WUdragon,deck0364:1,deck0364:1,1,
365,T1C2HEdragon,T3C1SIdragon,deck0365:1,deck0365:1,1,
366,T1C2HEdragon,T3C1HEdragon,deck0366:1,deck0366:1,1,
367,T1C2HEdragon,T3C2SEdragon,deck0367:1,deck0367:1,1,
368,T1C2HEdragon,T3C2HUdragon,deck0368:1,deck0368:1,1,
369,T1C2HEdragon,T3C2WFdragon,deck0369:1,deck0369:1,1,
370,T1C2HEdragon,T3C3SUdragon,deck0370:1|dodoDragon:0.1,deck0370:1|dodoDragon:0.1,1,
371,T1C2HEdragon,T3C3HFdragon,deck0371:1,deck0371:1,1,
372,T1C2HEdragon,T3C3WIdragon,deck0372:1,deck0372:1,1,
373,T1C2HEdragon,T3C3HIdragon,deck0373:1,deck0373:1,1,
374,T1C2HEdragon,T4C1SFdragon,deck0374:1,deck0374:1,1,
375,T1C2HEdragon,T4C1HIdragon,deck0375:1,deck0375:1,1,
376,T1C2HEdragon,T4C1WUdragon,deck0376:1,deck0376:1,1,
377,T1C2HEdragon,T4C1SDdragon,deck0377:1,deck0377:1,1,
378,T1C2HEdragon,T4C1HEdragon,deck0378:1,deck0378:1,1,
379,T1C2HEdragon,T4C1HFdragon,deck0379:1,deck0379:1,1,
380,T1C2HEdragon,T4C2WIdragon,deck0380:1,deck0380:1,1,
381,T1C2HEdragon,T4C2SEdragon,deck0381:1,deck0381:1,1,
382,T1C2HEdragon,T4C2HUdragon,deck0382:1,deck0382:1,1,
383,T1C2HEdragon,T4C2WDdragon,deck0383:1,deck0383:1,1,
384,T1C2HEdragon,T4C3SIdragon,deck0384:1,deck0384:1,1,
385,T1C2HEdragon,T4C3WFdragon,deck0385:1,deck0385:1,1,
386,T1C2HEdragon,T4C3HDdragon,deck0386:1,deck0386:1,1,
387,T1C2HEdragon,T4C3SUdragon,deck0387:1,deck0387:1,1,
388,T1C2HEdragon,T4C3WEdragon,deck0388:1,deck0388:1,1,
389,T1C2HEdragon,T5C1WUdragon,deck0389:1,deck0389:1,1,
390,T1C2HEdragon,T5C1HEdragon,deck0390:1,deck0390:1,1,
391,T1C2HEdragon,T5C1WDdragon,deck0391:1,deck0391:1,1,
392,T1C2HEdragon,T5C1SFdragon,deck0392:1,deck0392:1,1,
393,T1C2HEdragon,T5C1HIdragon,deck0393:1,deck0393:1,1,
394,T1C2HEdragon,T5C2SEdragon,deck0394:1,deck0394:1,1,
395,T1C2HEdragon,T5C2HDdragon,deck0395:1,deck0395:1,1,
396,T1C2HEdragon,T5C2WIdragon,deck0396:1,deck0396:1,1,
397,T1C2HEdragon,T5C2SUdragon,deck0397:1,deck0397:1,1,
398,T1C2HEdragon,T5C3HFdragon,deck0398:1,deck0398:1,1,
399,T1C2HEdragon,T5C3WFdragon,deck0399:1,deck0399:1,1,
400,T1C2HEdragon,T5C3SDdragon,deck0400:1,deck0400:1,1,
401,T1C2HEdragon,T5C3HUdragon,deck0401:1,deck0401:1,1,
402,T1C2HEdragon,T5C3WEdragon,deck0402:1,deck0402:1,1,
403,T1C2HEdragon,T5C3SIdragon,deck0403:1,deck0403:1,1,
404,T1C2HEdragon,T6C1SIdragon,deck0404:1,deck0404:1,1,
405,T1C2HEdragon,T6C1WFdragon,deck0405:1,deck0405:1,1,
406,T1C2HEdragon,T6C1HEdragon,deck0406:1,deck0406:1,1,
407,T1C2HEdragon,T6C1WDdragon,deck0407:1,deck0407:1,1,
408,T1C2HEdragon,T6C1WIdragon,deck0408:1,deck0408:1,1,
409,T1C2HEdragon,T6C1SFdragon,deck0409:1,deck0409:1,1,
410,T1C2HEdragon,T6C2HUdragon,deck0410:1,deck0410:1,1,
411,T1C2HEdragon,T6C3HIdragon,deck0411:1,deck0411:1,1,
412,T1C2HEdragon,T6C3HUdragon,deck0412:1,deck0412:1,1,
413,T1C2HEdragon,T6C3WFdragon,deck0413:1,deck0413:1,1,
414,T1C2HEdragon,T6C3SDdragon,deck0414:1,deck0414:1,1,
415,T1C2HEdragon,T6C3SEdragon,deck0415:1,deck0415:1,1,
416,T1C2HEdragon,T7C1WDdragon,deck0416:1,deck0416:1,1,
417,T1C2HEdragon,T7C1SIdragon,deck0417:1,deck0417:1,1,
418,T1C2HEdragon,T7C1HFdragon,deck0418:1,deck0418:1,1,
419,T1C2HEdragon,T7C2WIdragon,deck0419:1,deck0419:1,1,
420,T1C2HEdragon,T7C2SEdragon,deck0420:1,deck0420:1,1,
421,T1C2HEdragon,T7C2HFdragon,deck0421:1,deck0421:1,1,
422,T1C2HEdragon,T7C2HDdragon,deck0422:1,deck0422:1,1,
423,T1C2HEdragon,T7C3WEdragon,deck0423:1,deck0423:1,1,
424,T1C2HEdragon,T7C3SFdragon,deck0424:1,deck0424:1,1,
425,T1C2HEdragon,T7C3SIdragon,deck0425:1,deck0425:1,1,
426,T1C2HEdragon,T7C3WIdragon,deck0426:1,deck0426:1,1,
427,T1C2HEdragon,T7C3HDdragon,deck0427:1,deck0427:1,1,
428,T1C2SFdragon,T1C3WEdragon,deck0428:1,deck0428:1,1,
429,T1C2SFdragon,T1C3HFdragon,deck0429:1,deck0429:1,1,
430,T1C2SFdragon,T1C3SIdragon,deck0430:1,deck0430:1,1,
431,T1C2SFdragon,T2C1HIdragon,deck0431:1,deck0431:1,1,
432,T1C2SFdragon,T2C1WEdragon,deck0432:1,deck0432:1,1,
433,T1C2SFdragon,T2C1SFdragon,deck0433:1,deck0433:1,1,
434,T1C2SFdragon,T2C1HUdragon,deck0434:1,deck0434:1,1,
435,T1C2SFdragon,T2C2WIdragon,deck0435:1,deck0435:1,1,
436,T1C2SFdragon,T2C2SUdragon,deck0436:1,deck0436:1,1,
437,T1C2SFdragon,T2C2HEdragon,deck0437:1,deck0437:1,1,
438,T1C2SFdragon,T2C3WUdragon,deck0438:1,deck0438:1,1,
439,T1C2SFdragon,T2C3SEdragon,deck0439:1,deck0439:1,1,
440,T1C2SFdragon,T2C3HFdragon,deck0440:1,deck0440:1,1,
441,T1C2SFdragon,T2C3SFdragon,deck0441:1,deck0441:1,1,
442,T1C2SFdragon,T2C3HIdragon,deck0442:1,deck0442:1,1,
443,T1C2SFdragon,T2C3WEdragon,deck0443:1,deck0443:1,1,
444,T1C2SFdragon,T3C1WEdragon,deck0444:1,deck0444:1,1,
445,T1C2SFdragon,T3C1SFdragon,deck0445:1,deck0445:1,1,
446,T1C2SFdragon,T3C1HIdragon,deck0446:1,deck0446:1,1,
447,T1C2SFdragon,T3C1WUdragon,deck0447:1,deck0447:1,1,
448,T1C2SFdragon,T3C1SIdragon,deck0448:1,deck0448:1,1,
449,T1C2SFdragon,T3C1HEdragon,deck0449:1,deck0449:1,1,
450,T1C2SFdragon,T3C2SEdragon,deck0450:1,deck0450:1,1,
451,T1C2SFdragon,T3C2HUdragon,deck0451:1,deck0451:1,1,
452,T1C2SFdragon,T3C2WFdragon,deck0452:1,deck0452:1,1,
453,T1C2SFdragon,T3C3SUdragon,deck0453:1,deck0453:1,1,
454,T1C2SFdragon,T3C3HFdragon,deck0454:1,deck0454:1,1,
455,T1C2SFdragon,T3C3WIdragon,deck0455:1,deck0455:1,1,
456,T1C2SFdragon,T3C3HIdragon,deck0456:1,deck0456:1,1,
457,T1C2SFdragon,T4C1SFdragon,deck0457:1,deck0457:1,1,
458,T1C2SFdragon,T4C1HIdragon,deck0458:1,deck0458:1,1,
459,T1C2SFdragon,T4C1WUdragon,deck0459:1,deck0459:1,1,
460,T1C2SFdragon,T4C1SDdragon,deck0460:1,deck0460:1,1,
461,T1C2SFdragon,T4C1HEdragon,deck0461:1,deck0461:1,1,
462,T1C2SFdragon,T4C1HFdragon,deck0462:1,deck0462:1,1,
463,T1C2SFdragon,T4C2WIdragon,deck0463:1,deck0463:1,1,
464,T1C2SFdragon,T4C2SEdragon,deck0464:1,deck0464:1,1,
465,T1C2SFdragon,T4C2HUdragon,deck0465:1,deck0465:1,1,
466,T1C2SFdragon,T4C2WDdragon,deck0466:1,deck0466:1,1,
467,T1C2SFdragon,T4C3SIdragon,deck0467:1,deck0467:1,1,
468,T1C2SFdragon,T4C3WFdragon,deck0468:1,deck0468:1,1,
469,T1C2SFdragon,T4C3HDdragon,deck0469:1,deck0469:1,1,
470,T1C2SFdragon,T4C3SUdragon,deck0470:1,deck0470:1,1,
471,T1C2SFdragon,T4C3WEdragon,deck0471:1,deck0471:1,1,
472,T1C2SFdragon,T5C1WUdragon,deck0472:1,deck0472:1,1,
473,T1C2SFdragon,T5C1HEdragon,deck0473:1,deck0473:1,1,
474,T1C2SFdragon,T5C1WDdragon,deck0474:1,deck0474:1,1,
475,T1C2SFdragon,T5C1SFdragon,deck0475:1,deck0475:1,1,
476,T1C2SFdragon,T5C1HIdragon,deck0476:1,deck0476:1,1,
477,T1C2SFdragon,T5C2SEdragon,deck0477:1,deck0477:1,1,
478,T1C2SFdragon,T5C2HDdragon,deck0478:1,deck0478:1,1,
479,T1C2SFdragon,T5C2WIdragon,deck0479:1,deck0479:1,1,
480,T1C2SFdragon,T5C2SUdragon,deck0480:1,deck0480:1,1,
481,T1C2SFdragon,T5C3HFdragon,deck0481:1,deck0481:1,1,
482,T1C2SFdragon,T5C3WFdragon,deck0482:1,deck0482:1,1,
483,T1C2SFdragon,T5C3SDdragon,deck0483:1,deck0483:1,1,
484,T1C2SFdragon,T5C3HUdragon,deck0484:1,deck0484:1,1,
485,T1C2SFdragon,T5C3WEdragon,deck0485:1,deck0485:1,1,
486,T1C2SFdragon,T5C3SIdragon,deck0486:1,deck0486:1,1,
487,T1C2SFdragon,T6C1SIdragon,deck0487:1,deck0487:1,1,
488,T1C2SFdragon,T6C1WFdragon,deck0488:1,deck0488:1,1,
489,T1C2SFdragon,T6C1HEdragon,deck0489:1,deck0489:1,1,
490,T1C2SFdragon,T6C1WDdragon,deck0490:1,deck0490:1,1,
491,T1C2SFdragon,T6C1WIdragon,deck0491:1,deck0491:1,1,
492,T1C2SFdragon,T6C1SFdragon,deck0492:1,deck0492:1,1,
493,T1C2SFdragon,T6C2HUdragon,deck0493:1,deck0493:1,1,
494,T1C2SFdragon,T6C3HIdragon,deck0494:1,deck0494:1,1,
495,T1C2SFdragon,T6C3HUdragon,deck0495:1,deck0495:1,1,
496,T1C2SFdragon,T6C3WFdragon,deck0496:1,deck0496:1,1,
497,T1C2SFdragon,T6C3SDdragon,deck0497:1,deck0497:1,1,
498,T1C2SFdragon,T6C3SEdragon,deck0498:1,deck0498:1,1,
499,T1C2SFdragon,T7C1WDdragon,deck0499:1,deck0499:1,1,
500,T1C2SFdragon,T7C1SIdragon,deck0500:1,deck0500:1,1,
501,T1C2SFdragon,T7C1HFdragon,deck0501:1,deck0501:1,1,
502,T1C2SFdragon,T7C2WIdragon,deck0502:1,deck0502:1,1,
503,T1C2SFdragon,T7C2SEdragon,deck0503:1,deck0503:1,1,
504,T1C2SFdragon,T7C2HFdragon,deck0504:1,deck0504:1,1,
505,T1C2SFdragon,T7C2HDdragon,deck0505:1,deck0505:1,1,
506,T1C2SFdragon,T7C3WEdragon,deck0506:1,deck0506:1,1,
507,T1C2SFdragon,T7C3SFdragon,deck0507:1,deck0507:1,1,
508,T1C2SFdragon,T7C3SIdragon,deck0508:1,deck0508:1,1,
509,T1C2SFdragon,T7C3WIdragon,deck0509:1,deck0509:1,1,
510,T1C2SFdragon,T7C3HDdragon,deck0510:1,deck0510:1,1,
511,T1C3WEdragon,T1C3HFdragon,deck0511:1,deck0511:1,1,
512,T1C3WEdragon,T1C3SIdragon,deck0512:1,deck0512:1,1,
513,T1C3WEdragon,T2C1HIdragon,deck0513:1,deck0513:1,1,
514,T1C3WEdragon,T2C1WEdragon,deck0514:1,deck0514:1,1,
515,T1C3WEdragon,T2C1SFdragon,deck0515:1,deck0515:1,1,
516,T1C3WEdragon,T2C1HUdragon,deck0516:1,deck0516:1,1,
517,T1C3WEdragon,T2C2WIdragon,deck0517:1,deck0517:1,1,
518,T1C3WEdragon,T2C2SUdragon,deck0518:1,deck0518:1,1,
519,T1C3WEdragon,T2C2HEdragon,deck0519:1,deck0519:1,1,
520,T1C3WEdragon,T2C3WUdragon,deck0520:1,deck0520:1,1,
521,T1C3WEdragon,T2C3SEdragon,deck0521:1,deck0521:1,1,
522,T1C3WEdragon,T2C3HFdragon,deck0522:1,deck0522:1,1,
523,T1C3WEdragon,T2C3SFdragon,deck0523:1,deck0523:1,1,
524,T1C3WEdragon,T2C3HIdragon,deck0524:1,deck0524:1,1,
525,T1C3WEdragon,T2C3WEdragon,deck0525:1,deck0525:1,1,
526,T1C3WEdragon,T3C1WEdragon,deck0526:1,deck0526:1,1,
527,T1C3WEdragon,T3C1SFdragon,deck0527:1,deck0527:1,1,
528,T1C3WEdragon,T3C1HIdragon,deck0528:1,deck0528:1,1,
529,T1C3WEdragon,T3C1WUdragon,deck0529:1,deck0529:1,1,
530,T1C3WEdragon,T3C1SIdragon,deck0530:1,deck0530:1,1,
531,T1C3WEdragon,T3C1HEdragon,deck0531:1,deck0531:1,1,
532,T1C3WEdragon,T3C2SEdragon,deck0532:1,deck0532:1,1,
533,T1C3WEdragon,T3C2HUdragon,deck0533:1,deck0533:1,1,
534,T1C3WEdragon,T3C2WFdragon,deck0534:1,deck0534:1,1,
535,T1C3WEdragon,T3C3SUdragon,deck0535:1,deck0535:1,1,
536,T1C3WEdragon,T3C3HFdragon,deck0536:1,deck0536:1,1,
537,T1C3WEdragon,T3C3WIdragon,deck0537:1,deck0537:1,1,
538,T1C3WEdragon,T3C3HIdragon,deck0538:1,deck0538:1,1,
539,T1C3WEdragon,T4C1SFdragon,deck0539:1,deck0539:1,1,
540,T1C3WEdragon,T4C1HIdragon,deck0540:1,deck0540:1,1,
541,T1C3WEdragon,T4C1WUdragon,deck0541:1,deck0541:1,1,
542,T1C3WEdragon,T4C1SDdragon,deck0542:1,deck0542:1,1,
543,T1C3WEdragon,T4C1HEdragon,deck0543:1,deck0543:1,1,
544,T1C3WEdragon,T4C1HFdragon,deck0544:1,deck0544:1,1,
545,T1C3WEdragon,T4C2WIdragon,deck0545:1,deck0545:1,1,
546,T1C3WEdragon,T4C2SEdragon,deck0546:1,deck0546:1,1,
547,T1C3WEdragon,T4C2HUdragon,deck0547:1,deck0547:1,1,
548,T1C3WEdragon,T4C2WDdragon,deck0548:1,deck0548:1,1,
549,T1C3WEdragon,T4C3SIdragon,deck0549:1,deck0549:1,1,
550,T1C3WEdragon,T4C3WFdragon,deck0550:1,deck0550:1,1,
551,T1C3WEdragon,T4C3HDdragon,deck0551:1,deck0551:1,1,
552,T1C3WEdragon,T4C3SUdragon,deck0552:1,deck0552:1,1,
553,T1C3WEdragon,T4C3WEdragon,deck0553:1,deck0553:1,1,
554,T1C3WEdragon,T5C1WUdragon,deck0554:1,deck0554:1,1,
555,T1C3WEdragon,T5C1HEdragon,deck0555:1,deck0555:1,1,
556,T1C3WEdragon,T5C1WDdragon,deck0556:1,deck0556:1,1,
557,T1C3WEdragon,T5C1SFdragon,deck0557:1,deck0557:1,1,
558,T1C3WEdragon,T5C1HIdragon,deck0558:1,deck0558:1,1,
559,T1C3WEdragon,T5C2SEdragon,deck0559:1,deck0559:1,1,
560,T1C3WEdragon,T5C2HDdragon,deck0560:1,deck0560:1,1,
561,T1C3WEdragon,T5C2WIdragon,deck0561:1,deck0561:1,1,
562,T1C3WEdragon,T5C2SUdragon,deck0562:1,deck0562:1,1,
563,T1C3WEdragon,T5C3HFdragon,deck0563:1,deck0563:1,1,
564,T1C3WEdragon,T5C3WFdragon,deck0564:1,deck0564:1,1,
565,T1C3WEdragon,T5C3SDdragon,deck0565:1,deck0565:1,1,
566,T1C3WEdragon,T5C3HUdragon,deck0566:1,deck0566:1,1,
567,T1C3WEdragon,T5C3SIdragon,deck0567:1,deck0567:1,1,
568,T1C3WEdragon,T6C1SIdragon,deck0568:1,deck0568:1,1,
569,T1C3WEdragon,T6C1WFdragon,deck0569:1,deck0569:1,1,
570,T1C3WEdragon,T6C1HEdragon,deck0570:1,deck0570:1,1,
571,T1C3WEdragon,T6C1WDdragon,deck0571:1,deck0571:1,1,
572,T1C3WEdragon,T6C1WIdragon,deck0572:1,deck0572:1,1,
573,T1C3WEdragon,T6C1SFdragon,deck0573:1,deck0573:1,1,
574,T1C3WEdragon,T6C2HUdragon,deck0574:1,deck0574:1,1,
575,T1C3WEdragon,T6C3HIdragon,deck0575:1,deck0575:1,1,
576,T1C3WEdragon,T6C3HUdragon,deck0576:1,deck0576:1,1,
577,T1C3WEdragon,T6C3WFdragon,deck0577:1,deck0577:1,1,
578,T1C3WEdragon,T6C3SDdragon,deck0578:1,deck0578:1,1,
579,T1C3WEdragon,T6C3SEdragon,deck0579:1,deck0579:1,1,
580,T1C3WEdragon,T7C1WDdragon,deck0580:1,deck0580:1,1,
581,T1C3WEdragon,T7C1SIdragon,deck0581:1,deck0581:1,1,
582,T1C3WEdragon,T7C1HFdragon,deck0582:1,deck0582:1,1,
583,T1C3WEdragon,T7C2WIdragon,deck0583:1,deck0583:1,1,
584,T1C3WEdragon,T7C2SEdragon,deck0584:1,deck0584:1,1,
585,T1C3WEdragon,T7C2HFdragon,deck0585:1,deck0585:1,1,
586,T1C3WEdragon,T7C2HDdragon,deck0586:1,deck0586:1,1,
587,T1C3WEdragon,T7C3WEdragon,deck0587:1,deck0587:1,1,
588,T1C3WEdragon,T7C3SFdragon,deck0588:1,deck0588:1,1,
589,T1C3WEdragon,T7C3SIdragon,deck0589:1,deck0589:1,1,
590,T1C3WEdragon,T7C3WIdragon,deck0590:1,deck0590:1,1,
591,T1C3WEdragon,T7C3HDdragon,deck0591:1,deck0591:1,1,
592,T1C3HFdragon,T1C3SIdragon,deck0592:1,deck0592:1,1,
593,T1C3HFdragon,T2C1HIdragon,deck0593:1,deck0593:1,1,
594,T1C3HFdragon,T2C1WEdragon,deck0594:1,deck0594:1,1,
595,T1C3HFdragon,T2C1SFdragon,deck0595:1,deck0595:1,1,
596,T1C3HFdragon,T2C1HUdragon,deck0596:1,deck0596:1,1,
597,T1C3HFdragon,T2C2WIdragon,deck0597:1,deck0597:1,1,
598,T1C3HFdragon,T2C2SUdragon,deck0598:1,deck0598:1,1,
599,T1C3HFdragon,T2C2HEdragon,deck0599:1,deck0599:1,1,
600,T1C3HFdragon,T2C3WUdragon,deck0600:1,deck0600:1,1,
601,T1C3HFdragon,T2C3SEdragon,deck0601:1,deck0601:1,1,
602,T1C3HFdragon,T2C3HFdragon,deck0602:1,deck0602:1,1,
603,T1C3HFdragon,T2C3SFdragon,deck0603:1,deck0603:1,1,
604,T1C3HFdragon,T2C3HIdragon,deck0604:1,deck0604:1,1,
605,T1C3HFdragon,T2C3WEdragon,deck0605:1,deck0605:1,1,
606,T1C3HFdragon,T3C1WEdragon,deck0606:1,deck0606:1,1,
607,T1C3HFdragon,T3C1SFdragon,deck0607:1,deck0607:1,1,
608,T1C3HFdragon,T3C1HIdragon,deck0608:1,deck0608:1,1,
609,T1C3HFdragon,T3C1WUdragon,deck0609:1,deck0609:1,1,
610,T1C3HFdragon,T3C1SIdragon,deck0610:1,deck0610:1,1,
611,T1C3HFdragon,T3C1HEdragon,deck0611:1,deck0611:1,1,
612,T1C3HFdragon,T3C2SEdragon,deck0612:1,deck0612:1,1,
613,T1C3HFdragon,T3C2HUdragon,deck0613:1,deck0613:1,1,
614,T1C3HFdragon,T3C2WFdragon,deck0614:1,deck0614:1,1,
615,T1C3HFdragon,T3C3SUdragon,deck0615:1,deck0615:1,1,
616,T1C3HFdragon,T3C3HFdragon,deck0616:1,deck0616:1,1,
617,T1C3HFdragon,T3C3WIdragon,deck0617:1,deck0617:1,1,
618,T1C3HFdragon,T3C3HIdragon,deck0618:1,deck0618:1,1,
619,T1C3HFdragon,T4C1SFdragon,deck0619:1,deck0619:1,1,
620,T1C3HFdragon,T4C1HIdragon,deck0620:1,deck0620:1,1,
621,T1C3HFdragon,T4C1WUdragon,deck0621:1,deck0621:1,1,
622,T1C3HFdragon,T4C1SDdragon,deck0622:1,deck0622:1,1,
623,T1C3HFdragon,T4C1HEdragon,deck0623:1,deck0623:1,1,
624,T1C3HFdragon,T4C1HFdragon,deck0624:1,deck0624:1,1,
625,T1C3HFdragon,T4C2WIdragon,deck0625:1,deck0625:1,1,
626,T1C3HFdragon,T4C2SEdragon,deck0626:1,deck0626:1,1,
627,T1C3HFdragon,T4C2HUdragon,deck0627:1,deck0627:1,1,
628,T1C3HFdragon,T4C2WDdragon,deck0628:1,deck0628:1,1,
629,T1C3HFdragon,T4C3SIdragon,deck0629:1,deck0629:1,1,
630,T1C3HFdragon,T4C3WFdragon,deck0630:1,deck0630:1,1,
631,T1C3HFdragon,T4C3HDdragon,deck0631:1,deck0631:1,1,
632,T1C3HFdragon,T4C3SUdragon,deck0632:1,deck0632:1,1,
633,T1C3HFdragon,T4C3WEdragon,deck0633:1,deck0633:1,1,
634,T1C3HFdragon,T5C1WUdragon,deck0634:1,deck0634:1,1,
635,T1C3HFdragon,T5C1HEdragon,deck0635:1,deck0635:1,1,
636,T1C3HFdragon,T5C1WDdragon,deck0636:1,deck0636:1,1,
637,T1C3HFdragon,T5C1SFdragon,deck0637:1,deck0637:1,1,
638,T1C3HFdragon,T5C1HIdragon,deck0638:1,deck0638:1,1,
639,T1C3HFdragon,T5C2SEdragon,deck0639:1,deck0639:1,1,
640,T1C3HFdragon,T5C2HDdragon,deck0640:1,deck0640:1,1,
641,T1C3HFdragon,T5C2WIdragon,deck0641:1,deck0641:1,1,
642,T1C3HFdragon,T5C2SUdragon,deck0642:1,deck0642:1,1,
643,T1C3HFdragon,T5C3HFdragon,deck0643:1,deck0643:1,1,
644,T1C3HFdragon,T5C3WFdragon,deck0644:1,deck0644:1,1,
645,T1C3HFdragon,T5C3SDdragon,deck0645:1,deck0645:1,1,
646,T1C3HFdragon,T5C3HUdragon,deck0646:1,deck0646:1,1,
647,T1C3HFdragon,T5C3WEdragon,deck0647:1,deck0647:1,1,
648,T1C3HFdragon,T5C3SIdragon,deck0648:1,deck0648:1,1,
649,T1C3HFdragon,T6C1SIdragon,deck0649:1,deck0649:1,1,
650,T1C3HFdragon,T6C1WFdragon,deck0650:1,deck0650:1,1,
651,T1C3HFdragon,T6C1HEdragon,deck0651:1,deck0651:1,1,
652,T1C3HFdragon,T6C1WDdragon,deck0652:1,deck0652:1,1,
653,T1C3HFdragon,T6C1WIdragon,deck0653:1,deck0653:1,1,
654,T1C3HFdragon,T6C1SFdragon,deck0654:1,deck0654:1,1,
655,T1C3HFdragon,T6C2HUdragon,deck0655:1,deck0655:1,1,
656,T1C3HFdragon,T6C3HIdragon,deck0656:1,deck0656:1,1,
657,T1C3HFdragon,T6C3HUdragon,deck0657:1,deck0657:1,1,
658,T1C3HFdragon,T6C3WFdragon,deck0658:1,deck0658:1,1,
659,T1C3HFdragon,T6C3SDdragon,deck0659:1,deck0659:1,1,
660,T1C3HFdragon,T6C3SEdragon,deck0660:1,deck0660:1,1,
661,T1C3HFdragon,T7C1WDdragon,deck0661:1,deck0661:1,1,
662,T1C3HFdragon,T7C1SIdragon,deck0662:1,deck0662:1,1,
663,T1C3HFdragon,T7C1HFdragon,deck0663:1,deck0663:1,1,
664,T1C3HFdragon,T7C2WIdragon,deck0664:1,deck0664:1,1,
665,T1C3HFdragon,T7C2SEdragon,deck0665:1,deck0665:1,1,
666,T1C3HFdragon,T7C2HFdragon,deck0666:1,deck0666:1,1,
667,T1C3HFdragon,T7C2HDdragon,deck0667:1,deck0667:1,1,
668,T1C3HFdragon,T7C3WEdragon,deck0668:1,deck0668:1,1,
669,T1C3HFdragon,T7C3SFdragon,deck0669:1,deck0669:1,1,
670,T1C3HFdragon,T7C3SIdragon,deck0670:1,deck0670:1,1,
671,T1C3HFdragon,T7C3WIdragon,deck0671:1,deck0671:1,1,
672,T1C3HFdragon,T7C3HDdragon,deck0672:1,deck0672:1,1,
673,T1C3SIdragon,T2C1HIdragon,deck0673:1,deck0673:1,1,
674,T1C3SIdragon,T2C1WEdragon,deck0674:1,deck0674:1,1,
675,T1C3SIdragon,T2C1SFdragon,deck0675:1,deck0675:1,1,
676,T1C3SIdragon,T2C1HUdragon,deck0676:1,deck0676:1,1,
677,T1C3SIdragon,T2C2WIdragon,deck0677:1,deck0677:1,1,
678,T1C3SIdragon,T2C2SUdragon,deck0678:1,deck0678:1,1,
679,T1C3SIdragon,T2C2HEdragon,deck0679:1,deck0679:1,1,
680,T1C3SIdragon,T2C3WUdragon,deck0680:1,deck0680:1,1,
681,T1C3SIdragon,T2C3SEdragon,deck0681:1,deck0681:1,1,
682,T1C3SIdragon,T2C3HFdragon,deck0682:1,deck0682:1,1,
683,T1C3SIdragon,T2C3SFdragon,deck0683:1,deck0683:1,1,
684,T1C3SIdragon,T2C3HIdragon,deck0684:1,deck0684:1,1,
685,T1C3SIdragon,T2C3WEdragon,deck0685:1,deck0685:1,1,
686,T1C3SIdragon,T3C1WEdragon,deck0686:1,deck0686:1,1,
687,T1C3SIdragon,T3C1SFdragon,deck0687:1,deck0687:1,1,
688,T1C3SIdragon,T3C1HIdragon,deck0688:1,deck0688:1,1,
689,T1C3SIdragon,T3C1WUdragon,deck0689:1,deck0689:1,1,
690,T1C3SIdragon,T3C1SIdragon,deck0690:1,deck0690:1,1,
691,T1C3SIdragon,T3C1HEdragon,deck0691:1,deck0691:1,1,
692,T1C3SIdragon,T3C2SEdragon,deck0692:1,deck0692:1,1,
693,T1C3SIdragon,T3C2HUdragon,deck0693:1,deck0693:1,1,
694,T1C3SIdragon,T3C2WFdragon,deck0694:1,deck0694:1,1,
695,T1C3SIdragon,T3C3SUdragon,deck0695:1,deck0695:1,1,
696,T1C3SIdragon,T3C3HFdragon,deck0696:1,deck0696:1,1,
697,T1C3SIdragon,T3C3WIdragon,deck0697:1,deck0697:1,1,
698,T1C3SIdragon,T3C3HIdragon,deck0698:1,deck0698:1,1,
699,T1C3SIdragon,T4C1SFdragon,deck0699:1,deck0699:1,1,
700,T1C3SIdragon,T4C1HIdragon,deck0700:1,deck0700:1,1,
701,T1C3SIdragon,T4C1WUdragon,deck0701:1,deck0701:1,1,
702,T1C3SIdragon,T4C1SDdragon,deck0702:1,deck0702:1,1,
703,T1C3SIdragon,T4C1HEdragon,deck0703:1,deck0703:1,1,
704,T1C3SIdragon,T4C1HFdragon,deck0704:1,deck0704:1,1,
705,T1C3SIdragon,T4C2WIdragon,deck0705:1,deck0705:1,1,
706,T1C3SIdragon,T4C2SEdragon,deck0706:1,deck0706:1,1,
707,T1C3SIdragon,T4C2HUdragon,deck0707:1,deck0707:1,1,
708,T1C3SIdragon,T4C2WDdragon,deck0708:1,deck0708:1,1,
709,T1C3SIdragon,T4C3SIdragon,deck0709:1,deck0709:1,1,
710,T1C3SIdragon,T4C3WFdragon,deck0710:1,deck0710:1,1,
711,T1C3SIdragon,T4C3HDdragon,deck0711:1,deck0711:1,1,
