identifier,currency,isCurrency,level,conversionRatio,ratioUnit,allowedSwapCategories,h
piercing_566,piercing,1,566,269.5,ruby,,
piercing_567,piercing,1,567,269.5,ruby,,
piercing_568,piercing,1,568,269.5,ruby,,
piercing_569,piercing,1,569,269.5,ruby,,
piercing_570,piercing,1,570,269.5,ruby,,
piercing_571,piercing,1,571,269.5,ruby,,
piercing_572,piercing,1,572,269.5,ruby,,
piercing_573,piercing,1,573,269.5,ruby,,
piercing_574,piercing,1,574,269.5,ruby,,
piercing_575,piercing,1,575,269.5,ruby,,
piercing_576,piercing,1,576,269.5,ruby,,
piercing_577,piercing,1,577,269.5,ruby,,
piercing_578,piercing,1,578,269.5,ruby,,
piercing_579,piercing,1,579,269.5,ruby,,
piercing_580,piercing,1,580,269.5,ruby,,
piercing_581,piercing,1,581,269.5,ruby,,
piercing_582,piercing,1,582,269.5,ruby,,
piercing_583,piercing,1,583,269.5,ruby,,
piercing_584,piercing,1,584,269.5,ruby,,
piercing_585,piercing,1,585,269.5,ruby,,
piercing_586,piercing,1,586,269.5,ruby,,
piercing_587,piercing,1,587,269.5,ruby,,
piercing_588,piercing,1,588,269.5,ruby,,
piercing_589,piercing,1,589,269.5,ruby,,
piercing_590,piercing,1,590,269.5,ruby,,
piercing_591,piercing,1,591,269.5,ruby,,
piercing_592,piercing,1,592,269.5,ruby,,
piercing_593,piercing,1,593,269.5,ruby,,
piercing_594,piercing,1,594,269.5,ruby,,
piercing_595,piercing,1,595,269.5,ruby,,
piercing_596,piercing,1,596,269.5,ruby,,
piercing_597,piercing,1,597,269.5,ruby,,
piercing_598,piercing,1,598,269.5,ruby,,
piercing_599,piercing,1,599,269.5,ruby,,
piercing_600,piercing,1,600,269.5,ruby,,
piercing_601,piercing,1,601,269.5,ruby,,
piercing_602,piercing,1,602,269.5,ruby,,
piercing_603,piercing,1,603,269.5,ruby,,
piercing_604,piercing,1,604,269.5,ruby,,
piercing_605,piercing,1,605,269.5,ruby,,
piercing_606,piercing,1,606,269.5,ruby,,
piercing_607,piercing,1,607,269.5,ruby,,
piercing_608,piercing,1,608,269.5,ruby,,
piercing_609,piercing,1,609,269.5,ruby,,
piercing_610,piercing,1,610,269.5,ruby,,
piercing_611,piercing,1,611,269.5,ruby,,
piercing_612,piercing,1,612,269.5,ruby,,
piercing_613,piercing,1,613,269.5,ruby,,
piercing_614,piercing,1,614,269.5,ruby,,
piercing_615,piercing,1,615,269.5,ruby,,
piercing_616,piercing,1,616,269.5,ruby,,
piercing_617,piercing,1,617,269.5,ruby,,
piercing_618,piercing,1,618,269.5,ruby,,
piercing_619,piercing,1,619,269.5,ruby,,
piercing_620,piercing,1,620,269.5,ruby,,
piercing_621,piercing,1,621,269.5,ruby,,
piercing_622,piercing,1,622,269.5,ruby,,
piercing_623,piercing,1,623,269.5,ruby,,
piercing_624,piercing,1,624,269.5,ruby,,
piercing_625,piercing,1,625,269.5,ruby,,
piercing_626,piercing,1,626,269.5,ruby,,
piercing_627,piercing,1,627,269.5,ruby,,
piercing_628,piercing,1,628,269.5,ruby,,
piercing_629,piercing,1,629,269.5,ruby,,
piercing_630,piercing,1,630,269.5,ruby,,
piercing_631,piercing,1,631,269.5,ruby,,
piercing_632,piercing,1,632,269.5,ruby,,
piercing_633,piercing,1,633,269.5,ruby,,
piercing_634,piercing,1,634,269.5,ruby,,
piercing_635,piercing,1,635,269.5,ruby,,
piercing_636,piercing,1,636,269.5,ruby,,
piercing_637,piercing,1,637,269.5,ruby,,
piercing_638,piercing,1,638,269.5,ruby,,
piercing_639,piercing,1,639,269.5,ruby,,
piercing_640,piercing,1,640,269.5,ruby,,
piercing_641,piercing,1,641,269.5,ruby,,
piercing_642,piercing,1,642,269.5,ruby,,
piercing_643,piercing,1,643,269.5,ruby,,
piercing_644,piercing,1,644,269.5,ruby,,
piercing_645,piercing,1,645,269.5,ruby,,
piercing_646,piercing,1,646,269.5,ruby,,
piercing_647,piercing,1,647,269.5,ruby,,
piercing_648,piercing,1,648,269.5,ruby,,
piercing_649,piercing,1,649,269.5,ruby,,
piercing_650,piercing,1,650,269.5,ruby,,
piercing_651,piercing,1,651,269.5,ruby,,
piercing_652,piercing,1,652,269.5,ruby,,
piercing_653,piercing,1,653,269.5,ruby,,
piercing_654,piercing,1,654,269.5,ruby,,
piercing_655,piercing,1,655,269.5,ruby,,
piercing_656,piercing,1,656,269.5,ruby,,
piercing_657,piercing,1,657,269.5,ruby,,
piercing_658,piercing,1,658,269.5,ruby,,
piercing_659,piercing,1,659,269.5,ruby,,
piercing_660,piercing,1,660,269.5,ruby,,
piercing_661,piercing,1,661,269.5,ruby,,
piercing_662,piercing,1,662,269.5,ruby,,
piercing_663,piercing,1,663,269.5,ruby,,
piercing_664,piercing,1,664,269.5,ruby,,
piercing_665,piercing,1,665,269.5,ruby,,
piercing_666,piercing,1,666,269.5,ruby,,
piercing_667,piercing,1,667,269.5,ruby,,
piercing_668,piercing,1,668,269.5,ruby,,
piercing_669,piercing,1,669,269.5,ruby,,
piercing_670,piercing,1,670,269.5,ruby,,
piercing_671,piercing,1,671,269.5,ruby,,
piercing_672,piercing,1,672,269.5,ruby,,
piercing_673,piercing,1,673,269.5,ruby,,
piercing_674,piercing,1,674,269.5,ruby,,
piercing_675,piercing,1,675,269.5,ruby,,
piercing_676,piercing,1,676,269.5,ruby,,
piercing_677,piercing,1,677,269.5,ruby,,
piercing_678,piercing,1,678,269.5,ruby,,
piercing_679,piercing,1,679,269.5,ruby,,
piercing_680,piercing,1,680,269.5,ruby,,
piercing_681,piercing,1,681,269.5,ruby,,
piercing_682,piercing,1,682,269.5,ruby,,
piercing_683,piercing,1,683,269.5,ruby,,
piercing_684,piercing,1,684,269.5,ruby,,
piercing_685,piercing,1,685,269.5,ruby,,
piercing_686,piercing,1,686,269.5,ruby,,
piercing_687,piercing,1,687,269.5,ruby,,
piercing_688,piercing,1,688,269.5,ruby,,
piercing_689,piercing,1,689,269.5,ruby,,
piercing_690,piercing,1,690,269.5,ruby,,
piercing_691,piercing,1,691,269.5,ruby,,
piercing_692,piercing,1,692,269.5,ruby,,
piercing_693,piercing,1,693,269.5,ruby,,
piercing_694,piercing,1,694,269.5,ruby,,
piercing_695,piercing,1,695,269.5,ruby,,
piercing_696,piercing,1,696,269.5,ruby,,
piercing_697,piercing,1,697,269.5,ruby,,
piercing_698,piercing,1,698,269.5,ruby,,
piercing_699,piercing,1,699,269.5,ruby,,
piercing_700,piercing,1,700,269.5,ruby,,
piercing_701,piercing,1,701,269.5,ruby,,
piercing_702,piercing,1,702,269.5,ruby,,
piercing_703,piercing,1,703,269.5,ruby,,
piercing_704,piercing,1,704,269.5,ruby,,
piercing_705,piercing,1,705,269.5,ruby,,
piercing_706,piercing,1,706,269.5,ruby,,
piercing_707,piercing,1,707,269.5,ruby,,
piercing_708,piercing,1,708,269.5,ruby,,
piercing_709,piercing,1,709,269.5,ruby,,
piercing_710,piercing,1,710,269.5,ruby,,
piercing_711,piercing,1,711,269.5,ruby,,
piercing_712,piercing,1,712,269.5,ruby,,
piercing_713,piercing,1,713,269.5,ruby,,
piercing_714,piercing,1,714,269.5,ruby,,
piercing_715,piercing,1,715,269.5,ruby,,
piercing_716,piercing,1,716,269.5,ruby,,
piercing_717,piercing,1,717,269.5,ruby,,
piercing_718,piercing,1,718,269.5,ruby,,
piercing_719,piercing,1,719,269.5,ruby,,
piercing_720,piercing,1,720,269.5,ruby,,
piercing_721,piercing,1,721,269.5,ruby,,
piercing_722,piercing,1,722,269.5,ruby,,
piercing_723,piercing,1,723,269.5,ruby,,
piercing_724,piercing,1,724,269.5,ruby,,
piercing_725,piercing,1,725,269.5,ruby,,
piercing_726,piercing,1,726,269.5,ruby,,
piercing_727,piercing,1,727,269.5,ruby,,
piercing_728,piercing,1,728,269.5,ruby,,
piercing_729,piercing,1,729,269.5,ruby,,
piercing_730,piercing,1,730,269.5,ruby,,
piercing_731,piercing,1,731,269.5,ruby,,
piercing_732,piercing,1,732,269.5,ruby,,
piercing_733,piercing,1,733,269.5,ruby,,
piercing_734,piercing,1,734,269.5,ruby,,
piercing_735,piercing,1,735,269.5,ruby,,
piercing_736,piercing,1,736,269.5,ruby,,
piercing_737,piercing,1,737,269.5,ruby,,
piercing_738,piercing,1,738,269.5,ruby,,
piercing_739,piercing,1,739,269.5,ruby,,
piercing_740,piercing,1,740,269.5,ruby,,
piercing_741,piercing,1,741,269.5,ruby,,
piercing_742,piercing,1,742,269.5,ruby,,
piercing_743,piercing,1,743,269.5,ruby,,
piercing_744,piercing,1,744,269.5,ruby,,
piercing_745,piercing,1,745,269.5,ruby,,
piercing_746,piercing,1,746,269.5,ruby,,
piercing_747,piercing,1,747,269.5,ruby,,
piercing_748,piercing,1,748,269.5,ruby,,
piercing_749,piercing,1,749,269.5,ruby,,
piercing_750,piercing,1,750,269.5,ruby,,
piercing_751,piercing,1,751,269.5,ruby,,
piercing_752,piercing,1,752,269.5,ruby,,
piercing_753,piercing,1,753,269.5,ruby,,
piercing_754,piercing,1,754,269.5,ruby,,
piercing_755,piercing,1,755,269.5,ruby,,
piercing_756,piercing,1,756,269.5,ruby,,
piercing_757,piercing,1,757,269.5,ruby,,
piercing_758,piercing,1,758,269.5,ruby,,
piercing_759,piercing,1,759,269.5,ruby,,
piercing_760,piercing,1,760,269.5,ruby,,
piercing_761,piercing,1,761,269.5,ruby,,
piercing_762,piercing,1,762,269.5,ruby,,
piercing_763,piercing,1,763,269.5,ruby,,
piercing_764,piercing,1,764,269.5,ruby,,
piercing_765,piercing,1,765,269.5,ruby,,
piercing_766,piercing,1,766,269.5,ruby,,
piercing_767,piercing,1,767,269.5,ruby,,
piercing_768,piercing,1,768,269.5,ruby,,
piercing_769,piercing,1,769,269.5,ruby,,
piercing_770,piercing,1,770,269.5,ruby,,
piercing_771,piercing,1,771,269.5,ruby,,
piercing_772,piercing,1,772,269.5,ruby,,
piercing_773,piercing,1,773,269.5,ruby,,
piercing_774,piercing,1,774,269.5,ruby,,
piercing_775,piercing,1,775,269.5,ruby,,
piercing_776,piercing,1,776,269.5,ruby,,
piercing_777,piercing,1,777,269.5,ruby,,
piercing_778,piercing,1,778,269.5,ruby,,
piercing_779,piercing,1,779,269.5,ruby,,
piercing_780,piercing,1,780,269.5,ruby,,
piercing_781,piercing,1,781,269.5,ruby,,
piercing_782,piercing,1,782,269.5,ruby,,
piercing_783,piercing,1,783,269.5,ruby,,
piercing_784,piercing,1,784,269.5,ruby,,
piercing_785,piercing,1,785,269.5,ruby,,
piercing_786,piercing,1,786,269.5,ruby,,
piercing_787,piercing,1,787,269.5,ruby,,
piercing_788,piercing,1,788,269.5,ruby,,
piercing_789,piercing,1,789,269.5,ruby,,
piercing_790,piercing,1,790,269.5,ruby,,
piercing_791,piercing,1,791,269.5,ruby,,
piercing_792,piercing,1,792,269.5,ruby,,
piercing_793,piercing,1,793,269.5,ruby,,
piercing_794,piercing,1,794,269.5,ruby,,
piercing_795,piercing,1,795,269.5,ruby,,
piercing_796,piercing,1,796,269.5,ruby,,
piercing_797,piercing,1,797,269.5,ruby,,
piercing_798,piercing,1,798,269.5,ruby,,
piercing_799,piercing,1,799,269.5,ruby,,
piercing_800,piercing,1,800,269.5,ruby,,
piercing_801,piercing,1,801,269.5,ruby,,
piercing_802,piercing,1,802,269.5,ruby,,
piercing_803,piercing,1,803,269.5,ruby,,
piercing_804,piercing,1,804,269.5,ruby,,
piercing_805,piercing,1,805,269.5,ruby,,
piercing_806,piercing,1,806,269.5,ruby,,
piercing_807,piercing,1,807,269.5,ruby,,
piercing_808,piercing,1,808,269.5,ruby,,
piercing_809,piercing,1,809,269.5,ruby,,
piercing_810,piercing,1,810,269.5,ruby,,
piercing_811,piercing,1,811,269.5,ruby,,
piercing_812,piercing,1,812,269.5,ruby,,
piercing_813,piercing,1,813,269.5,ruby,,
piercing_814,piercing,1,814,269.5,ruby,,
piercing_815,piercing,1,815,269.5,ruby,,
piercing_816,piercing,1,816,269.5,ruby,,
piercing_817,piercing,1,817,269.5,ruby,,
piercing_818,piercing,1,818,269.5,ruby,,
piercing_819,piercing,1,819,269.5,ruby,,
piercing_820,piercing,1,820,269.5,ruby,,
piercing_821,piercing,1,821,269.5,ruby,,
piercing_822,piercing,1,822,269.5,ruby,,
piercing_823,piercing,1,823,269.5,ruby,,
piercing_824,piercing,1,824,269.5,ruby,,
piercing_825,piercing,1,825,269.5,ruby,,
piercing_826,piercing,1,826,269.5,ruby,,
piercing_827,piercing,1,827,269.5,ruby,,
piercing_828,piercing,1,828,269.5,ruby,,
piercing_829,piercing,1,829,269.5,ruby,,
piercing_830,piercing,1,830,269.5,ruby,,
piercing_831,piercing,1,831,269.5,ruby,,
piercing_832,piercing,1,832,269.5,ruby,,
piercing_833,piercing,1,833,269.5,ruby,,
piercing_834,piercing,1,834,269.5,ruby,,
piercing_835,piercing,1,835,269.5,ruby,,
piercing_836,piercing,1,836,269.5,ruby,,
piercing_837,piercing,1,837,269.5,ruby,,
piercing_838,piercing,1,838,269.5,ruby,,
piercing_839,piercing,1,839,269.5,ruby,,
piercing_840,piercing,1,840,269.5,ruby,,
piercing_841,piercing,1,841,269.5,ruby,,
piercing_842,piercing,1,842,269.5,ruby,,
piercing_843,piercing,1,843,269.5,ruby,,
piercing_844,piercing,1,844,269.5,ruby,,
piercing_845,piercing,1,845,269.5,ruby,,
piercing_846,piercing,1,846,269.5,ruby,,
piercing_847,piercing,1,847,269.5,ruby,,
piercing_848,piercing,1,848,269.5,ruby,,
piercing_849,piercing,1,849,269.5,ruby,,
piercing_850,piercing,1,850,269.5,ruby,,
piercing_851,piercing,1,851,269.5,ruby,,
piercing_852,piercing,1,852,269.5,ruby,,
piercing_853,piercing,1,853,269.5,ruby,,
piercing_854,piercing,1,854,269.5,ruby,,
piercing_855,piercing,1,855,269.5,ruby,,
piercing_856,piercing,1,856,269.5,ruby,,
piercing_857,piercing,1,857,269.5,ruby,,
piercing_858,piercing,1,858,269.5,ruby,,
piercing_859,piercing,1,859,269.5,ruby,,
piercing_860,piercing,1,860,269.5,ruby,,
piercing_861,piercing,1,861,269.5,ruby,,
piercing_862,piercing,1,862,269.5,ruby,,
piercing_863,piercing,1,863,269.5,ruby,,
piercing_864,piercing,1,864,269.5,ruby,,
piercing_865,piercing,1,865,269.5,ruby,,
piercing_866,piercing,1,866,269.5,ruby,,
piercing_867,piercing,1,867,269.5,ruby,,
piercing_868,piercing,1,868,269.5,ruby,,
piercing_869,piercing,1,869,269.5,ruby,,
piercing_870,piercing,1,870,269.5,ruby,,
piercing_871,piercing,1,871,269.5,ruby,,
piercing_872,piercing,1,872,269.5,ruby,,
piercing_873,piercing,1,873,269.5,ruby,,
piercing_874,piercing,1,874,269.5,ruby,,
piercing_875,piercing,1,875,269.5,ruby,,
piercing_876,piercing,1,876,269.5,ruby,,
piercing_877,piercing,1,877,269.5,ruby,,
piercing_878,piercing,1,878,269.5,ruby,,
piercing_879,piercing,1,879,269.5,ruby,,
piercing_880,piercing,1,880,269.5,ruby,,
piercing_881,piercing,1,881,269.5,ruby,,
piercing_882,piercing,1,882,269.5,ruby,,
piercing_883,piercing,1,883,269.5,ruby,,
piercing_884,piercing,1,884,269.5,ruby,,
piercing_885,piercing,1,885,269.5,ruby,,
piercing_886,piercing,1,886,269.5,ruby,,
piercing_887,piercing,1,887,269.5,ruby,,
piercing_888,piercing,1,888,269.5,ruby,,
piercing_889,piercing,1,889,269.5,ruby,,
piercing_890,piercing,1,890,269.5,ruby,,
piercing_891,piercing,1,891,269.5,ruby,,
piercing_892,piercing,1,892,269.5,ruby,,
piercing_893,piercing,1,893,269.5,ruby,,
piercing_894,piercing,1,894,269.5,ruby,,
piercing_895,piercing,1,895,269.5,ruby,,
piercing_896,piercing,1,896,269.5,ruby,,
piercing_897,piercing,1,897,269.5,ruby,,
piercing_898,piercing,1,898,269.5,ruby,,
piercing_899,piercing,1,899,269.5,ruby,,
piercing_900,piercing,1,900,269.5,ruby,,
piercing_901,piercing,1,901,269.5,ruby,,
piercing_902,piercing,1,902,269.5,ruby,,
piercing_903,piercing,1,903,269.5,ruby,,
piercing_904,piercing,1,904,269.5,ruby,,
piercing_905,piercing,1,905,269.5,ruby,,
piercing_906,piercing,1,906,269.5,ruby,,
piercing_907,piercing,1,907,269.5,ruby,,
piercing_908,piercing,1,908,269.5,ruby,,
piercing_909,piercing,1,909,269.5,ruby,,
piercing_910,piercing,1,910,269.5,ruby,,
piercing_911,piercing,1,911,269.5,ruby,,
piercing_912,piercing,1,912,269.5,ruby,,
piercing_913,piercing,1,913,269.5,ruby,,
piercing_914,piercing,1,914,269.5,ruby,,
piercing_915,piercing,1,915,269.5,ruby,,
piercing_916,piercing,1,916,269.5,ruby,,
piercing_917,piercing,1,917,269.5,ruby,,
piercing_918,piercing,1,918,269.5,ruby,,
piercing_919,piercing,1,919,269.5,ruby,,
piercing_920,piercing,1,920,269.5,ruby,,
piercing_921,piercing,1,921,269.5,ruby,,
piercing_922,piercing,1,922,269.5,ruby,,
piercing_923,piercing,1,923,269.5,ruby,,
piercing_924,piercing,1,924,269.5,ruby,,
piercing_925,piercing,1,925,269.5,ruby,,
piercing_926,piercing,1,926,269.5,ruby,,
piercing_927,piercing,1,927,269.5,ruby,,
piercing_928,piercing,1,928,269.5,ruby,,
piercing_929,piercing,1,929,269.5,ruby,,
piercing_930,piercing,1,930,269.5,ruby,,
piercing_931,piercing,1,931,269.5,ruby,,
piercing_932,piercing,1,932,269.5,ruby,,
piercing_933,piercing,1,933,269.5,ruby,,
piercing_934,piercing,1,934,269.5,ruby,,
piercing_935,piercing,1,935,269.5,ruby,,
piercing_936,piercing,1,936,269.5,ruby,,
piercing_937,piercing,1,937,269.5,ruby,,
piercing_938,piercing,1,938,269.5,ruby,,
piercing_939,piercing,1,939,269.5,ruby,,
piercing_940,piercing,1,940,269.5,ruby,,
piercing_941,piercing,1,941,269.5,ruby,,
piercing_942,piercing,1,942,269.5,ruby,,
piercing_943,piercing,1,943,269.5,ruby,,
piercing_944,piercing,1,944,269.5,ruby,,
piercing_945,piercing,1,945,269.5,ruby,,
piercing_946,piercing,1,946,269.5,ruby,,
piercing_947,piercing,1,947,269.5,ruby,,
piercing_948,piercing,1,948,269.5,ruby,,
piercing_949,piercing,1,949,269.5,ruby,,
piercing_950,piercing,1,950,269.5,ruby,,
piercing_951,piercing,1,951,269.5,ruby,,
piercing_952,piercing,1,952,269.5,ruby,,
piercing_953,piercing,1,953,269.5,ruby,,
piercing_954,piercing,1,954,269.5,ruby,,
piercing_955,piercing,1,955,269.5,ruby,,
piercing_956,piercing,1,956,269.5,ruby,,
piercing_957,piercing,1,957,269.5,ruby,,
piercing_958,piercing,1,958,269.5,ruby,,
piercing_959,piercing,1,959,269.5,ruby,,
piercing_960,piercing,1,960,269.5,ruby,,
piercing_961,piercing,1,961,269.5,ruby,,
piercing_962,piercing,1,962,269.5,ruby,,
piercing_963,piercing,1,963,269.5,ruby,,
piercing_964,piercing,1,964,269.5,ruby,,
piercing_965,piercing,1,965,269.5,ruby,,
piercing_966,piercing,1,966,269.5,ruby,,
piercing_967,piercing,1,967,269.5,ruby,,
piercing_968,piercing,1,968,269.5,ruby,,
piercing_969,piercing,1,969,269.5,ruby,,
piercing_970,piercing,1,970,269.5,ruby,,
piercing_971,piercing,1,971,269.5,ruby,,
piercing_972,piercing,1,972,269.5,ruby,,
piercing_973,piercing,1,973,269.5,ruby,,
piercing_974,piercing,1,974,269.5,ruby,,
piercing_975,piercing,1,975,269.5,ruby,,
piercing_976,piercing,1,976,269.5,ruby,,
piercing_977,piercing,1,977,269.5,ruby,,
piercing_978,piercing,1,978,269.5,ruby,,
piercing_979,piercing,1,979,269.5,ruby,,
piercing_980,piercing,1,980,269.5,ruby,,
piercing_981,piercing,1,981,269.5,ruby,,
piercing_982,piercing,1,982,269.5,ruby,,
piercing_983,piercing,1,983,269.5,ruby,,
piercing_984,piercing,1,984,269.5,ruby,,
piercing_985,piercing,1,985,269.5,ruby,,
piercing_986,piercing,1,986,269.5,ruby,,
piercing_987,piercing,1,987,269.5,ruby,,
piercing_988,piercing,1,988,269.5,ruby,,
piercing_989,piercing,1,989,269.5,ruby,,
piercing_990,piercing,1,990,269.5,ruby,,
piercing_991,piercing,1,991,269.5,ruby,,
piercing_992,piercing,1,992,269.5,ruby,,
piercing_993,piercing,1,993,269.5,ruby,,
piercing_994,piercing,1,994,269.5,ruby,,
piercing_995,piercing,1,995,269.5,ruby,,
piercing_996,piercing,1,996,269.5,ruby,,
piercing_997,piercing,1,997,269.5,ruby,,
piercing_998,piercing,1,998,269.5,ruby,,
piercing_999,piercing,1,999,269.5,ruby,,
aura_1,aura,1,1,0.1,ruby,,
aura_2,aura,1,2,0.14,ruby,,
aura_3,aura,1,3,0.2,ruby,,
aura_4,aura,1,4,0.27,ruby,,
aura_5,aura,1,5,0.38,ruby,,
aura_6,aura,1,6,0.54,ruby,,
aura_7,aura,1,7,0.73,ruby,,
aura_8,aura,1,8,0.94,ruby,,
aura_9,aura,1,9,1.18,ruby,,
aura_10,aura,1,10,1.42,ruby,,
aura_11,aura,1,11,1.56,ruby,,
aura_12,aura,1,12,1.71,ruby,,
aura_13,aura,1,13,1.88,ruby,,
aura_14,aura,1,14,2.07,ruby,,
aura_15,aura,1,15,2.28,ruby,,
aura_16,aura,1,16,2.51,ruby,,
aura_17,aura,1,17,2.76,ruby,,
aura_18,aura,1,18,3.03,ruby,,
aura_19,aura,1,19,3.34,ruby,,
aura_20,aura,1,20,3.67,ruby,,
aura_21,aura,1,21,4.04,ruby,,
aura_22,aura,1,22,4.44,ruby,,
aura_23,aura,1,23,4.89,ruby,,
aura_24,aura,1,24,5.38,ruby,,
aura_25,aura,1,25,5.91,ruby,,
aura_26,aura,1,26,6.21,ruby,,
aura_27,aura,1,27,6.52,ruby,,
aura_28,aura,1,28,6.85,ruby,,
aura_29,aura,1,29,7.19,ruby,,
aura_30,aura,1,30,7.55,ruby,,
aura_31,aura,1,31,7.93,ruby,,
aura_32,aura,1,32,8.32,ruby,,
aura_33,aura,1,33,8.74,ruby,,
aura_34,aura,1,34,9.17,ruby,,
aura_35,aura,1,35,9.63,ruby,,
aura_36,aura,1,36,10.12,ruby,,
aura_37,aura,1,37,10.62,ruby,,
aura_38,aura,1,38,11.15,ruby,,
aura_39,aura,1,39,11.71,ruby,,
aura_40,aura,1,40,12.3,ruby,,
aura_41,aura,1,41,12.91,ruby,,
aura_42,aura,1,42,13.56,ruby,,
aura_43,aura,1,43,14.23,ruby,,
aura_44,aura,1,44,14.94,ruby,,
aura_45,aura,1,45,15.69,ruby,,
aura_46,aura,1,46,16.48,ruby,,
aura_47,aura,1,47,17.3,ruby,,
aura_48,aura,1,48,18.17,ruby,,
aura_49,aura,1,49,19.07,ruby,,
aura_50,aura,1,50,20.03,ruby,,
aura_51,aura,1,51,21.03,ruby,,
aura_52,aura,1,52,22.08,ruby,,
aura_53,aura,1,53,23.18,ruby,,
aura_54,aura,1,54,24.34,ruby,,
aura_55,aura,1,55,25.56,ruby,,
aura_56,aura,1,56,26.84,ruby,,
food_1,food,1,1,1.11,ruby,,
food_2,food,1,2,1.11,ruby,,
food_3,food,1,3,1.11,ruby,,
food_4,food,1,4,1.14,ruby,,
food_5,food,1,5,1.42,ruby,,
food_6,food,1,6,1.71,ruby,,
food_7,food,1,7,1.99,ruby,,
food_8,food,1,8,2.95,ruby,,
food_9,food,1,9,2.95,ruby,,
food_10,food,1,10,3.67,ruby,,
food_11,food,1,11,4.42,ruby,,
food_12,food,1,12,4.42,ruby,,
food_13,food,1,13,5.22,ruby,,
food_14,food,1,14,6.7,ruby,,
food_15,food,1,15,6.7,ruby,,
food_16,food,1,16,7.56,ruby,,
food_17,food,1,17,7.56,ruby,,
food_18,food,1,18,8.45,ruby,,
food_19,food,1,19,8.45,ruby,,
food_20,food,1,20,9.37,ruby,,
food_21,food,1,21,9.37,ruby,,
food_22,food,1,22,10.32,ruby,,
food_23,food,1,23,10.32,ruby,,
food_24,food,1,24,11.32,ruby,,
food_25,food,1,25,11.32,ruby,,
food_26,food,1,26,12.35,ruby,,
food_27,food,1,27,12.35,ruby,,
