identifier,activeAchievement,priority,narrativeActionType,narrativeItem,narrationIdentifier,delayTime,menuButton,tableName,tableItemIdentifier,arrowRotation,arrowScale,narrativeAction,tutorialMessage,shouldAlwaysScroll,additionalParameters,h
altTutAuxPve05SwapDragon_swapDragon02,altTutorialPve05SwapDragon,,ChangeDragonParamsNarrativeAction,,T1C1HIdragon,,,,,,,,,,dragonType:stoneTutorialDragon|dragonLevel:2,
altTutAuxPve06SwapDragon_swapDragon03,level999,,ChangeDragonParamsNarrativeAction,,T1C2HEdragon,,,,,,,,,,dragonType:stoneTutorialDragon|dragonLevel:2,
altTutAuxPve06SwapDragon_swapDragon,altTutorialPve06SwapDragon,,ChangeDragonParamsNarrativeAction,,T1C1WFdragon,,,,,,,,,,dragonType:redTutorialDragon|dragonLevel:2,
altTutAuxPve06SwapDragon_swapDragon02,altTutorialPve06SwapDragon,,ChangeDragonParamsNarrativeAction,,T1C1HIdragon,,,,,,,,,,dragonType:stoneTutorialDragon|dragonLevel:2,
altTutAuxPve02NerfBuilding_Nerf,altTutAuxPve02NerfBuilding,,MakeDragonInvincibleNarrativeAction,,,,,,,,,,,,,
altTutAuxPve04NerfBuilding_Nerf,altTutAuxPve04NerfBuilding,,MakeDragonInvincibleNarrativeAction,,,,,,,,,,,,,
altTutAuxPve01NerfBuilding_Nerf,altTutAuxPve01NerfBuilding,,MakeDragonInvincibleNarrativeAction,,,,,,,,,,,,,
altTutAuxPve01NerfBuilding2_Nerf,altTutAuxPve01NerfBuilding2,,MakeDragonInvincibleNarrativeAction,,,,,,,,,,,,,
altTutAuxPve03NerfBuilding_Nerf,altTutAuxPve03NerfBuilding,,MakeDragonInvincibleNarrativeAction,,,,,,,,,,,,,
altTutAuxPve01SelectDragon_disableQuit,altTutorialPve01SelectDragon,1,DisableMenuButtonNarrativeAction,attackPreviewHud,,,cancelButton,,,,,,,,,
altTutAuxPve03SelectDragon_disableQuit,altTutorialPve03SelectDragon,1,DisableMenuButtonNarrativeAction,attackPreviewHud,,,cancelButton,,,,,,,,,
altTutAuxPve04SelectDragon_disableQuit,altTutorialPve04SelectDragon,1,DisableMenuButtonNarrativeAction,attackPreviewHud,,,cancelButton,,,,,,,,,
altTutAuxPve05SelectDragon_disableQuit,level999,1,DisableMenuButtonNarrativeAction,attackPreviewHud,,,cancelButton,,,,,,,,,
altTutAuxPve06SelectDragon_disableQuit,level999,1,DisableMenuButtonNarrativeAction,attackPreviewHud,,,cancelButton,,,,,,,,,
altTutorialPve03Finish_narration,altTutorialPve03Finish,,NarrationNarrativeAction,,narrationtutorialPve04Finish,1,,,,,,,,,,
altTutorialPve05Finish_narration,level999,,NarrationNarrativeAction,,narrationtutorialPve05Finish,1,,,,,,,,,,
altTutorialPve06Finish_narration,altTutorialPve06Finish,,NarrationNarrativeAction,,narrationtutorialPve06Finish,1,,,,,,,,,,
altTutorialPve05Hint01_Hint,altTutorialPve05Hint01,,ShowHintOnScreenNarrativeAction,attackPreviewHud,,,,,,0,1.25,,"You can use multiple dragons per battle, one at a time!
(tap to continue)",,time:100000|x:50|y:50,
altTutorialPve05Finish_attackButtonArrow,altTutorialPve05Finish,,MenuArrowNarrativeAction,questMenu,,,breederBlimpMenu|btnAttack,,,0,0.75,,,,,
altTutorialPve06Hint01_Hint,altTutorialPve06Hint01,,ShowHintOnScreenNarrativeAction,attackPreviewHud,,,,,,0,1.25,,"Dragons are each weak to one type of tower.  Choose the order of dragons carefully!
(tap to continue)",,time:100000|x:50|y:50,
altTutorialPve06Finish_attackButtonArrow,altTutorialPve06Finish,,MenuArrowNarrativeAction,hud,,,attackButton,,,270,0.75,,Attack Deathclaw,,,
breedingCastleFix_worldArrow,breedingCastleFix,2,BuildModeWorldObjectNarrativeAction,expansion_058,,,,,,,0.75,,Build Breeding Castle,1,cameraHeight:300,
breedingCastleFix_storeArrow,breedingCastleFix,3,MenuTableArrowNarrativeAction,generalStore,,,,StoreTabResources,breedingGround,0,0.75,,Build Breeding Castle,,,
breedingCastleFix_disableNo,breedingCastleFix,4,DisableMenuButtonNarrativeAction,moveOverlay,,,noButton,,,,,,,,,
breedingCastleFix_yesArrow,breedingCastleFix,4,MenuArrowNarrativeAction,moveOverlay,,,yesButton,,,,1.5,,,,,
runeTutorial_narration,equipFirstDragonRune,3,NarrationNarrativeAction,,narrationRuneTutorial,, ,,,,,,,,,
runeTutorialSelectDragon_arrow,equipFirstDragonRune,1,MenuArrowNarrativeAction,hud,,,rosterButton,,,90,0.75,,Select a Dragon,,,
runeTutorialRosterSelectDragonRune_arrow,equipFirstDragonRune,3,MenuArrowNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|rune1,,,270,0.75,,Tap to Equip,,,
runeTutorialRuneEquipPopupTable_arrow,equipFirstDragonRune,4,MenuTableArrowNarrativeAction,runeEquipSelectionPopup,,,,tableContainer,,90,0.75,,Choose the Rune,,shouldNotHide:1|shouldAppearEarlier:1,
runeTutorialRuneEquipSelectionPopup_arrow,equipFirstDragonRune,4,MenuArrowNarrativeAction,runeEquipSelectionPopup,,,equipButton,,,0,0.75,,Tap to Equip,,,
runeTutorialRuneEquipPopup_arrow,equipFirstDragonRune,5,MenuArrowNarrativeAction,runeEquipPopup,,,equipButton,,,0,0.75,,Tap to Equip,,,
runeTutorialDragonHudRoster_closelButton,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,backButton,,,,,,,,,
runeTutorialDragonHudRoster_healButton,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,healButton,,,,,,,,,
runeTutorialDragonHudRoster_trainTab,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,tab3BackgroundButton,,,,,,,,,
runeTutorialDragonHudRoster_swapTab,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,tab2BackgroundButton,,,,,,,,,
runeTutorialDragonHudRoster_equipTab,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,tab1BackgroundButton,,,,,,,,,
runeTutorialDragonHudRoster_rosterTab,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,tab0BackgroundButton,,,,,,,,,
runeTutorialDragonHudRoster_toggleButton,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|toggleButton,,,,,,,,,
runeTutorialDragon_cancelButton,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,runeEquipSelectionPopup,,,cancelButton,,,,,,,,,
runeTutorialDragon_cancelBtn,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,runeEquipSelectionPopup,,,cancelBtn,,,,,,,,,
runeTutorialEquipPopupDragon_cancelButton,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,runeEquipPopup,,,cancelButton,,,,,,,,,
runeTutorialStableDragonBoosts_boostsTabButton,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|boostsTabButton,,,,,,,,,
runeTutorialRuneEquipSelection_rune1,disableFirstRuneSlotAfterEquippingDragonRune,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|rune1,,,,,,,,,
runeTutorialRuneEquipSelection_rune2,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|rune2,,,,,,,,,
runeTutorialRuneEquipSelection_glyph1,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|glyph1,,,,,,,,,
runeTutorialRuneEquipSelection_glyph2,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|glyph2,,,,,,,,,
runeTutorialRuneEquipSelection_glyph3,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|glyph3,,,,,,,,,
runeTutorialDragonRuneTap_runes,disableDragonRuneTapForRuneTutorial,,DisableMenuButtonNarrativeAction,dragonRosterMenu,,,stableDragonBoosts|runesTabButton,,,,,,,,,
runeTutorialRuneEquipSelection_order,equipFirstDragonRune,,DisableMenuButtonNarrativeAction,runeEquipSelectionPopup,,,dropdownMenu,,,,,,,,,
runeTutorialRuneEquipPopUp_threeButtonModeButton1,equipFirstMonumentRune,,DisableMenuButtonNarrativeAction,popupMenu,,,threeButtonModeButton1,,,,,,,,,
runeTutorialRuneEquipPopUp_threeButtonModeButton2,equipFirstMonumentRune,,DisableMenuButtonNarrativeAction,popupMenu,,,threeButtonModeButton2,,,,,,,,,
runeTutorialClose_arrow,arrowToStableDragonBoostsCloseButtonReadyToGoAway,2,MenuArrowNarrativeAction,dragonRosterMenu,,,backButton,,,90,0.75,,Tap to close,,,
runeTutorialDragonFinished_narration,equipFirstMonumentRune,3,NarrationNarrativeAction,,narrationRuneTutorialDragonFinished,, ,,,,,,,,,
runeTutorialFirstMonument_worldArrow,equipFirstMonumentRune,1,BuildModeWorldObjectNarrativeAction,DITM_island02-building,,,,,,,0.75,,Tap to Equip,1,cameraHeight:400,
runeTutorialMonumentBoostContext_arrow,equipFirstMonumentRune,2,MenuArrowNarrativeAction,monumentBoostContext,,,arrowLayer,,,0,0.75,,Tap to Equip,,,
runeTutorialMonumentBoostView_arrow,equipFirstMonumentRune,3,MenuArrowNarrativeAction,regionBoostMenu,,,rune1,,,180,0.75,,Tap to Equip,,,
runeTutorialMonumentEquipSelectionPopup_arrow,readyToEnableForMonument,4,MenuArrowNarrativeAction,runeEquipSelectionPopup,,,equipButton,,,0,0.75,,Tap to Equip,,,
runeTutorialMonumentEquipPopupTable_arrow,readyToEnableForMonument,4,MenuTableArrowNarrativeAction,runeEquipSelectionPopup,,,,tableContainer,,180,0.75,,   Choose the Rune,,shouldNotHide:1|shouldAppearEarlier:1,
runeTutorialMonumentEquipPopup_arrow,readyToEnableForMonument,5,MenuArrowNarrativeAction,runeEquipPopup,,,equipButton,,,0,0.75,,Tap to Equip,,,
runeTutorialMonument_cancelButton,readyToEnableForMonument,,DisableMenuButtonNarrativeAction,runeEquipSelectionPopup,,,cancelButton,,,,,,,,,
runeTutorialMonument_cancelBtn,readyToEnableForMonument,,DisableMenuButtonNarrativeAction,runeEquipSelectionPopup,,,cancelBtn,,,,,,,,,
runeTutorialEquipPopupMonument_cancelButton,readyToEnableForMonument,,DisableMenuButtonNarrativeAction,runeEquipPopup,,,cancelButton,,,,,,,,,
runeTutorialMonument_order,readyToEnableForMonument,,DisableMenuButtonNarrativeAction,runeEquipSelectionPopup,,,dropdownMenu,,,,,,,,,
runeTutorialRegionBoostMenu_closeButton,equipFirstMonumentRune,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,closeButton,,,,,,,,,
runeTutorialRegionBoostMenu_boostsTabButton,equipFirstMonumentRune,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,boostsTabButton,,,,,,,,,
runeTutorialMonumentRuneEquipSelection_rune1,disableFirstRuneSlotAfterEquippingMonumentRune,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,rune1,,,,,,,,,
runeTutorialMonumentRuneEquipSelection_rune2,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,rune2,,,,,,,,,
runeTutorialMonumentRuneEquipSelection_glyph1,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,glyph1,,,,,,,,,
runeTutorialMonumentRuneEquipSelection_glyph2,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,glyph2,,,,,,,,,
runeTutorialMonumentRuneEquipSelection_glyph3,disableRuneSlotsForRuneTutorial,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,glyph3,,,,,,,,,
runeTutorialMonumentRuneTap_runes,disableMonumentRuneTapForRuneTutorial,,DisableMenuButtonNarrativeAction,regionBoostMenu,,,runesTabButton,,,,,,,,,
runeTutorialMonumentEquipPopUp_threeButtonModeButton1,enhanceFirstRune,,DisableMenuButtonNarrativeAction,popupMenu,,,threeButtonModeButton1,,,,,,,,,
runeTutorialMonumentEquipPopUp_threeButtonModeButton2,enhanceFirstRune,,DisableMenuButtonNarrativeAction,popupMenu,,,threeButtonModeButton2,,,,,,,,,
runeTutorialMonumentClose_arrow,arrowToRegionBoostsMenuCloseButtonReadyToGoAway,,MenuArrowNarrativeAction,regionBoostMenu,,,closeButton,,,180,0.75,,"Tap to
Close",,,
runeTutorialBlimp_panToRune,arrowToRuneBuilding,,BuildModeWorldObjectNarrativeAction,runeBuilding-runeMaster,,,,,,,0.75,,Tap to Build,1,cameraHeight:400,
runeTutorialBlimp2_panToRune,arrowToRuneBuildingAgain,,BuildModeWorldObjectNarrativeAction,runeBuilding-runeMaster,,,,,,,0.75,,Tap to Enhance,1,cameraHeight:400,
runeTutorialBuild_btnClose,buildRuneBuilding,,DisableMenuButtonNarrativeAction,buildingConstructionMenu,,,btnClose,,,,,,,,,
runeTutorialBlimp_narration,enhanceFirstRuneAndATap,3,NarrationNarrativeAction,,narrationRuneTutorialBlimp,, ,,,,,,,,,
runeTutorialRuneBuilding_arrow,buildRuneBuilding,1,MenuArrowNarrativeAction,buildingConstructionMenu,,,constructButton,,,0,0.75,,Tap to Build,,,
runeTutorialBlimpEnhanceContextMenu_arrow,enhanceFirstRune,1,MenuArrowNarrativeAction,customBuildingContext,,,customButton,,,0,0.75,,Tap to Enhance,,,
runeTutorialBlimpEnhance_arrow,enhanceFirstRune,2,MenuArrowNarrativeAction,runeMenu,,,enhanceButton,,,0,0.75,,Tap to Enhance,,,
runeTutorialBlimpEnhanceTable_arrow,enhanceFirstRune,2,MenuTableArrowNarrativeAction,runeMenu,,,,tableContainer,,180,0.75,,   Choose the Rune,,shouldNotHide:1|shouldAppearEarlier:1,
runeTutorialBlimpEnhancePopup_arrow,enhanceFirstRune,3,MenuArrowNarrativeAction,runeEnhancePopup,,,enhanceButton,,,0,0.75,,Tap to Enhance,,,
runeTutorialRuneEnhancePopup_closeButton,enhanceFirstRune,,DisableMenuButtonNarrativeAction,runeMenu,,,closeButton,,,,,,,,,
runeTutorialRuneEnhancePopup_salvageButton,enhanceFirstRune,,DisableMenuButtonNarrativeAction,runeMenu,,,salvageButton,,,,,,,,,
runeTutorialRuneEnhancePopup_cancelButton,enhanceFirstRune,,DisableMenuButtonNarrativeAction,runeEnhancePopup,,,cancelButton,,,,,,,,,
runeTutorialRuneEnhance_allButton,enhanceFirstRune,,DisableMenuButtonNarrativeAction,runeMenu,,,navNode,,,,,,,,,
runeTutorialRuneEnhance_allFilter,enhanceFirstRune,,DisableMenuButtonNarrativeAction,runeMenu,,,filterNode,,,,,,,,,
runeTutorialFinalClose_arrow,arrowToRuneMenuCloseButtonReadyToGoAway,,MenuArrowNarrativeAction,runeMenu,,,closeButton,,,180,0.75,,"Tap to
Close",,,
runeTutorialFinal_narration,runeReadyToShowFinalNarration,,NarrationNarrativeAction,,narrationRuneTutorialFinal,, ,,,,,,,,,
fake_rune_menu_action,level999,,MenuTableArrowNarrativeAction,runeMenu,,,,tableContainer,attackRune0,180,0.75,,Get Dragon Egg,,,
fake_rune_equip_action,level999,,MenuTableArrowNarrativeAction,runeEquipSelectionPopup,,,,tableContainer,attackRune0,180,0.75,,Get Dragon Egg,,,
AndroidDragonGranted,androidDragonReceived,,NarrationNarrativeAction,,androidDragonGranted,,,,,,,,,,,
AndroidDragonAvailable,questHavePurpleDragon,,NarrationNarrativeAction,,AndroidDragonAvailable,,,,,,,,,,,
mainquest_ZinBlueHornedDragon_narrativeaction,mainquest_ZinBlueHornedDragon_complete,,NarrationNarrativeAction,,narrationMainquest_ZinBlueHornedDragon,,,,,,,,,,,
mainquest_SourceOfMagic_narrativeaction,mainquest_SourceOfMagic_complete,,NarrationNarrativeAction,,narrationMainquest_SourceOfMagic,,,,,,,,,,,
mainquest_LeviathanSorcerer_narrativeaction,mainquest_LeviathanSorcerer_complete,,NarrationNarrativeAction,,narrationMainquest_LeviathanSorcerer,,,,,,,,,,,
mainquest_LegendOfKinnara_narrativeaction,mainquest_LegendOfKinnara_complete,,NarrationNarrativeAction,,narrationMainquest_LegendOfKinnara,,,,,,,,,,,
mainquest_TheMightyKinnara_narrativeaction,mainquest_TheMightyKinnara_complete,,NarrationNarrativeAction,,narrationMainquest_TheMightyKinnara,,,,,,,,,,,
mainquest_KinnaraWrath_narrativeaction,mainquest_KinnaraWrath_complete,,NarrationNarrativeAction,,narrationMainquest_KinnaraWrath,,,,,,,,,,,
mainquest_AnUnexpectedSorcerer_narrativeaction,mainquest_AnUnexpectedSorcerer_complete,,NarrationNarrativeAction,,narrationMainquest_AnUnexpectedSorcerer,,,,,,,,,,,
mainquest_ALegendAwaits_narrativeaction,mainquest_ALegendAwaits_complete,,NarrationNarrativeAction,,narrationMainquest_ALegendAwaits,,,,,,,,,,,
mainquest_LegacyOfEarthAndAir_narrativeaction,mainquest_LegacyOfEarthAndAir_complete,,NarrationNarrativeAction,,narrationMainquest_LegacyOfEarthAndAir,,,,,,,,,,,
mainquest_TheAvatarOfEarth_narrativeaction,mainquest_TheAvatarOfEarth_complete,,NarrationNarrativeAction,,narrationMainquest_TheAvatarOfEarth,,,,,,,,,,,
mainquest_ArboriusUnleashed_narrativeaction,mainquest_ArboriusUnleashed_complete,,NarrationNarrativeAction,,narrationMainquest_ArboriusUnleashed,,,,,,,,,,,
mainquest_MerkDialog_narrativeaction,mainquest_MerkDialog,,NarrationNarrativeAction,,narrationMainquest_MerkDialog,,,,,,,,,,,
mainquest_PostQuestDialogAchievement_narrativeaction,mainquest_PostQuestDialogAchievement,,NarrationNarrativeAction,,narrationMainquest_PostQuestDialogAchievement,,,,,,,,,,,
open_iap_page_action,openedIAPPagesOrAnyMenu,,MenuArrowNarrativeAction,hud,,,storeNarrativeAnchor,,,90,0.75,,Try sending a gift!,,,
wmTutorialAtlasIntroNarration_narration,wmTutorialAtlasIntroNarration,,NarrationNarrativeAction,,narrationWMTutorialAtlasIntro,,,,,,,,,,,
wmTutorialAtlasIntroVideo_video,wmTutorialAtlasIntroVideo,,ShowVideoTutorialNarrativeAction,,,,,,,,,,,,identifier:atlasIntroVideo|closeDelay:5,
wmTutorialAtlasIntroWMHudButton_arrow,wmTutorialAtlasIntroWMHudButton,,MenuArrowNarrativeAction,hud,,,worldWarHudButton,,,270,0.75,,Enter Atlas!,,,
wmTutorialAtlasWelcomeNarration_narration,wmTutorialAtlasWelcomeNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialAtlasWelcome,2,,,,,,,,,ViewModeValue:256,
wmTutorialSummonDrake_disableLevelUp,wmTutorialSummonDrake,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialSummonDrake_disableTroops,wmTutorialSummonDrake,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialSummonDrake_disableUp,wmTutorialSummonDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialSummonDrake_disableRight,wmTutorialSummonDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialSummonDrake_disableDown,wmTutorialSummonDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialSummonDrake_disableLeft,wmTutorialSummonDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialSummonDrake_drawerArrow,wmTutorialSummonDrake,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Summon,,,
wmTutorialSummonDrake_cellArrow,wmTutorialSummonDrake,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,ancientOneCell,,,,,,Summon,,,
wmTutorialSummonDrake_summonArrow,wmTutorialSummonDrake,3,WM3DMenuArrowNarrativeAction,WM3DdrakeTechTree,,,summonButton,,,,,,Start,,,
wmTutorialSummonDrakeFinish_disableUp,wmTutorialSummonDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialSummonDrakeFinish_disableRight,wmTutorialSummonDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialSummonDrakeFinish_disableDown,wmTutorialSummonDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialSummonDrakeFinish_disableLeft,wmTutorialSummonDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialSummonDrakeFinish_disableLevelUp,wmTutorialSummonDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialSummonDrakeFinish_disableTroops,wmTutorialSummonDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialSummonDrakeFinish_drawerArrow,wmTutorialSummonDrakeFinish,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Expedite,,,
wmTutorialSummonDrakeFinish_expediteArrow,wmTutorialSummonDrakeFinish,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,ancientOneCell,,,,,,Finish!,,,
wmTutorialTrainTroopNarration_narration,wmTutorialTrainTroopNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialTrainTroop,1,,,,,,,,,ViewModeValue:256,
wmTutorialTrainTroop_disableLevelUp,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialTrainTroop_disableUp,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialTrainTroop_disableRight,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialTrainTroop_disableDown,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialTrainTroop_disableLeft,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialTrainTroop_disablePrimarch,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,drakeTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialTrainTroop_trainTroopsTwo,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTwoCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialTrainTroop_trainTroopsThree,wmTutorialTrainTroop,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopThreeCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialTrainTroop_drawerArrow,wmTutorialTrainTroop,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Troops,,,
wmTutorialTrainTroop_cellArrow,wmTutorialTrainTroop,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,troopOneCell,,,,,,Train Troops,,,
wmTutorialTrainTroop_trainArrow,wmTutorialTrainTroop,3,WM3DMenuArrowNarrativeAction,WM3DTrainTroopMenuViewController,,,buyButton,,,,,,Train,,,
wmTutorialTrainTroopFinish_disableLevelUp,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialTrainTroopFinish_disableUp,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialTrainTroopFinish_disableRight,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialTrainTroopFinish_disableDown,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialTrainTroopFinish_disableLeft,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialTrainTroopFinish_disablePrimarch,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,drakeTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialTrainTroopFinish_trainTroopsTwo,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTwoCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialTrainTroopFinish_trainTroopsThree,wmTutorialTrainTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopThreeCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialTrainTroopFinish_drawerArrow,wmTutorialTrainTroopFinish,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Expedite,,,
wmTutorialTrainTroopFinish_expediteArrow,wmTutorialTrainTroopFinish,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,troopOneCell,,,,,,Finish!,,,
wmTutorialAttackEnemyNarration_narration,wmTutorialAttackEnemyNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialAttackEnemy,2,,,,,,,,,ViewModeValue:256,
wmTutorialAttackEnemyMove_disableLevelUp,wmTutorialAttackEnemyMove,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialAttackEnemyMove_disableUp,wmTutorialAttackEnemyMove,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,Cannot use this button|Follow the instruction!,,exceptClassName:WMContinent|exceptRegiontId:1|exceptContIdx:0,
wmTutorialAttackEnemyMove_disableRight,wmTutorialAttackEnemyMove,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,Cannot use this button|Follow the instruction!,,exceptClassName:WMContinent|exceptRegiontId:1|exceptContIdx:0,
wmTutorialAttackEnemyMove_disableLeft,wmTutorialAttackEnemyMove,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyMove_disableTroops,wmTutorialAttackEnemyMove,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyMove_disableDrawerButton,wmTutorialAttackEnemyMove,,WM3DDisableMenuButtonNarrativeAction,wm3dHud,,,drawerButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyMove_enemyContinentArrow,wmTutorialAttackEnemyMove,1,WM3DMenuArrowNarrativeAction,tutorialEnemyNode,,,wmContinent,,,,0.75,,Attack Enemy,,,
